"V1" "V2" "V3" "V4" "V5"
"1" 0.438355904772237 0.295713530352081 0.301167976150427 0.219364050286729 0.687095514779194
"2" 0.20772636791283 0.527660650285393 0.0257595164367119 0.309202821596578 0.632446508074485
"3" 0.144464543435715 0.49777848795024 0.267999178540105 0.343978745430917 0.634162922262383
"4" 0.816876087385341 0.562268029821511 0.106619801184313 0.118575606410575 0.730193012797066
"5" 0.380467375421666 0.524581684512575 0.377993739637797 0.248634334259269 0.78331922650821
"6" 0.485777153730866 0.698774451542071 0.35501610349051 0.954682750081417 0.958437606284781
"7" 0.47966513664052 0.17746222354565 0.925571306042126 0.995254237553634 0.0839429756181542
"8" 0.759703716495804 0.900747688963536 0.155502236781133 0.25193847235064 0.667301868042793
"9" 0.596840365915314 0.21025462706894 0.865682175873476 0.548729432885964 0.443893384814641
"10" 0.191195974974536 0.620726159902473 0.198386269362181 0.00223472325943252 0.695743488198235
"11" 0.32533044266585 0.678778079748611 0.495379388615073 0.410819242257165 0.380708657041896
"12" 0.34850462887102 0.760112816668962 0.305639075075381 0.515046261650876 0.925033837739883
"13" 0.0263674132041417 0.659011869946576 0.458088581100092 0.0959321921369914 0.827789065347229
"14" 0.367609970380314 0.762040363589316 0.405657417137681 0.652790672639364 0.933568237728196
"15" 0.259049615021013 0.1456608650215 0.702098157007392 0.645491986216924 0.306854679864361
"16" 0.58564823895965 0.242981861467066 0.670539267561638 0.621353438631076 0.296855559401088
"17" 0.557831779274688 0.403783698087851 0.160127487833998 0.0554286062604814 0.697049493070705
"18" 0.181467442203496 0.573598624917082 0.126374902351538 0.113962042735186 0.809869118946023
"19" 0.628823631901078 0.353104301856586 0.386674147421531 0.134253525972754 0.71732521627188
"20" 0.547294100932693 0.282671849652309 0.319952824198799 0.0500320502566819 0.843587728453695
"21" 0.816120636332624 0.584799630094611 0.0794435420871571 0.0113870663274892 0.817055277433263
"22" 0.519470875517263 0.989525446845121 0.014657490670482 0.955229188601645 0.977947698247652
"23" 0.489977679939674 0.737350721689719 0.461874152051505 0.136616649320681 0.862521446505197
"24" 0.348812602767589 0.477543385447859 0.0977742547507873 0.0705248096865577 0.678439249811598
"25" 0.304666142605052 0.674918522452444 0.670040660018407 0.481014249712881 0.417574573319261
"26" 0.77424750082449 0.723369625251176 0.362627512925036 0.0422161343524749 0.821242276566875
"27" 0.290885423672893 0.353420921622611 0.195520770222984 0.076462250989935 0.59987415615572
"28" 0.0324973560188739 0.870490937086369 0.0529249143577029 0.263463548533062 0.644568608229162
"29" 0.567081327979834 0.116305918748347 0.485727271701101 0.425418505941656 0.452743917348942
"30" 0.577245578414537 0.205891714343546 0.794313959357911 0.985944707142375 0.159846604140714
"31" 0.350292305527327 0.0730573081078917 0.618738056857093 0.807300712248059 0.560068559158474
"32" 0.212683993150355 0.756915372524907 0.106942133816938 0.909712242436292 0.939593482736554
"33" 0.611549358756966 0.417732182962333 0.0800849373018948 0.248756264563006 0.740626760351911
"34" 0.026255519328586 0.647839966019923 0.471038938491903 0.271073896646071 0.579391334662948
"35" 0.142250281069357 0.607059319592713 0.315261321042212 0.114544406011101 0.787534344533379
"36" 0.649964985670616 0.596216838155945 0.372231325641662 0.0980097440814905 0.72648326181982
"37" 0.62008975204051 0.075088304702936 0.203684130708128 0.766758992889593 0.95798559839795
"38" 0.0933720335508318 0.651332157830559 0.26393148968255 0.122907954275621 0.721438134369194
"39" 0.105761428293402 0.14046879662412 0.605347765043481 0.375400398303304 0.522732702861979
"40" 0.320237617243367 0.598083091985945 0.411683601642005 0.365875141771474 0.508825498082332
"41" 0.54520734007242 0.417917106022388 0.106108619952035 0.145650641034198 0.741447051129017
"42" 0.0645651807516505 0.687088881361762 0.10080555163666 0.904038457762634 0.943716909912682
