"V1" "V2" "V3" "V4" "V5"
"1" 0.000451780723091076 0.000646126838344815 0.101810807679331 0.05906250000218 0.399347886308673
"2" 0.000177240440860986 0.00322752722406228 0.0794534997094581 0.0750959493147627 0.508842109140516
"3" 0.000329157650744489 0.00167041886538173 0.0805786947198819 0.0782636925003186 0.702551427057643
"4" 0.00287379279224352 0.000741645782097727 0.0859999107339479 0.0998464949238178 0.321457041790737
"5" 0.00553882528530862 0.00327329695491746 0.0227446074541201 0.0769772713975758 0.725517559658827
"6" 0.0130430225685155 0.00320690372443254 0.113907919767441 0.0489521285329013 0.424601831883755
"7" 0.000303081791032625 0.00186684495115039 0.11596699385047 0.037430397092081 0.638713276424479
"8" 0.00140840458099609 0.00100053027063946 0.0663872023665207 0.0858393681230743 0.278981927995735
"9" 0.000307517241436133 0.000416329112251268 0.0940289597793495 0.031052786448997 0.450585135696664
"10" 0.000439158475506712 0.000596252199860346 0.115127809183157 0.0418249467923866 0.599123146553191
"11" 0.000770588363634497 0.000676928335284373 0.0694314834897914 0.0610488821517898 0.80748135703415
"12" 0.0104488601345289 0.000983275646685804 0.105379433928174 0.0612092690716632 0.248489873018174
"13" 0.000231362626459592 0.000979772180662402 0.111056114659932 0.0560135419003061 0.261796144892087
"14" 0.00560297863603686 0.0021880584914794 0.0707521928577427 0.0843249909074137 0.750823985301031
"15" 0.0070941392547012 0.0026778241460892 0.0809836312694756 0.0667493017052902 0.631555739492758
"16" 0.0106944944220822 0.000323949159305994 0.112674869697243 0.0516959247358036 0.264811366952137
"17" 0.000475201699574273 0.00288892512995708 0.0562954931018347 0.0335245542733123 0.598458005399976
"18" 0.000925568862580712 0.00124292302968096 0.0841243984283893 0.0205219642124169 0.732634212308451
"19" 0.0013997441184678 0.00292367589504835 0.0845001826738257 0.0595813072584246 0.355017267128631
"20" 0.00195190223095675 0.00150157659686835 0.0446958225294272 0.0633555600253357 0.398011452939178
"21" 0.00675247957278893 0.000619946660940626 0.124719682248287 0.0364614003609913 0.576565916158611
"22" 0.000276634519906185 0.00105269819429775 0.079197724772962 0.0158824802609677 0.551175137588072
"23" 0.000375402753592089 0.000828303802890644 0.0618209102131439 0.0267681031297702 0.793238527523436
"24" 0.0037315476634069 0.00282949358113461 0.136942081420915 0.0441640424819696 0.309098826866617
"25" 0.000632775522693143 0.000470274695142116 0.111727003746661 0.0672481285166896 0.439504168339442
"26" 0.000504186490769431 0.000937629520352335 0.136762416340138 0.0626483765404051 0.308921029544623
"27" 0.00256703883090482 0.00331218753458748 0.0516996334582413 0.051464588793693 0.783405583341603
"28" 0.000115583285307177 0.00105552875165762 0.090566548572474 0.046530405308938 0.414885291844237
"29" 0.000213583133000907 0.00102154457226173 0.0947780682564728 0.0473113070352805 0.428165307124592
"30" 0.000352806721484927 0.000746850878327503 0.100081548055942 0.0584240282881664 0.398164653614834
"31" 0.00392292492976275 0.00024179517021124 0.13638841456407 0.0113881744322629 0.212466930582684
"32" 0.000942399067375305 0.00241069141881534 0.120372002775906 0.0738628672510065 0.225225342318707
"33" 0.000532106357172523 0.00100701487608126 0.091626148397573 0.0490321624611134 0.434586893449268
"34" 0.00172032121110279 0.0013253020929018 0.142328800985027 0.0541560323513278 0.206883216732867
"35" 0.00180976587884247 0.00102948845721615 0.0666119133995425 0.099599362151292 0.398339998646716
"36" 0.006677938410628 0.0008943225336611 0.0740038448428988 0.0893862880595029 0.273619210187081
"37" 0.00248882388216117 0.000226191369668876 0.123846042775417 0.0529499628348846 0.373565688381345
"38" 0.000455805575495632 0.00334125212013752 0.115255708421722 0.0847708161885192 0.445661065488814
"39" 0.00489251330358368 0.00302720922675733 0.0956769833150636 0.0721494351226195 0.442429488793831
"40" 0.000391775494492414 0.00179024672740951 0.109950002665344 0.0402752028283386 0.372418595103111
"41" 0.000724973630572671 0.00113666640736502 0.0580618415296578 0.0952957813065744 0.76076322315195
"42" 0.000185815807685026 0.00342797648324169 0.0729180105616245 0.0884908446144587 0.734038344968791
"43" 0.00848952718738159 0.00307807088526302 0.0630691846328618 0.0337435716915477 0.293567225962147
