"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 0.00479285764496072 0.165294998250668 0.0161634214085408 11.4723576997975 0.0103463392243391 0.0829763865719759 0.0167140035856843 0.291580719836569
"2" 0.00502736436291587 0.259375592226112 0.0511663615835381 16.4018243775596 0.0171574102259412 0.140397966649323 0.0418698438308885 0.418775315543877
"3" 0.00988558076574695 0.105170819801162 0.067638067911341 9.1636382522221 0.00572742748758279 0.102433849547554 0.0949244050906546 0.246540523147656
"4" 0.00396780126392667 0.0613495076316322 0.00875867693666121 7.29396236349299 0.0237352948790893 0.105476769160728 0.0385884702129728 0.227043810396762
"5" 0.00857635644398479 0.139230403476793 0.0633912105375402 15.3527533265496 0.0256439926558696 0.077725438497903 0.0614207440905785 0.346836494825349
"6" 0.00516049298164534 0.0492453693660538 0.00536187508804598 12.8535825304234 0.000161348849668521 0.176410954184276 0.0584693562084301 0.302136259839819
"7" 0.00838372499056864 0.244329564061994 0.057350655837998 16.4370952562936 0.0285789626698586 0.158357959787102 0.0745728118090469 0.272594543223227
"8" 0.00654413329584638 0.116694260942107 0.00437681555044715 15.146146254863 0.0272025998484023 0.0855635178020442 0.0968093535626788 0.468476678105141
"9" 0.00562646808147103 0.108464088760982 0.0249069163761888 13.7070582296677 0.0103704538306927 0.172790536176749 0.0557306064890745 0.380264223523573
"10" 0.00822861261289295 0.115470114774813 0.0230839596815859 9.91149414039437 0.0166804566808487 0.07984054342027 0.0924579994211493 0.370072080066665
"11" 0.00717775416745503 0.0637050347521076 0.0525026226469347 17.3260661953292 0.00200092895759635 0.166404980506157 0.0856655922396216 0.438893263237593
"12" 0.00629737399443303 0.0103316621575828 0.0426573242458563 12.104217212278 0.014422698616807 0.0802466509021057 0.0399878087750706 0.356417397878312
"13" 0.00478371827293106 0.192056514558154 0.0774389605936 11.4396072177674 0.0225840613797004 0.0939617241925493 0.0582943102733864 0.313328788790365
"14" 0.00328985885260988 0.0219667229980415 0.0307744941811828 8.11268516510907 0.0250492776459851 0.128383593440242 0.027408593422878 0.356037459050017
"15" 0.00643311970958716 0.0981164415945419 0.0373960645924586 12.3985684487157 0.0169938965106819 0.17264543654047 0.0741668644867448 0.409218496689446
"16" 0.00393575142637967 0.188563938908458 0.0163153875087636 10.3343953505725 0.00811652292787376 0.114193567420696 0.0498407721631002 0.490605079087627
"17" 0.00650520116907116 0.119220529806263 0.0545795058271047 14.2420113443188 0.0275294687411772 0.0928043449191177 0.061047824035806 0.373410503549315
"18" 0.00710642175903349 0.167237061998497 0.0327128449256363 13.0601577289975 0.0187118258234738 0.156967918687777 0.0923344094342352 0.273401800658522
"19" 0.00972930366103051 0.090535686561301 0.00703235606451458 9.49937030922375 0.00474262872155589 0.14476572173101 0.0996489453371099 0.344226538325351
"20" 0.013167000743291 0.209248691927151 0.0744916151271595 17.681367264343 0.023791338751582 0.103253222560828 0.0903763019060019 0.38342957285771
"21" 0.00470500551731202 0.183602614564699 0.0783620324647146 13.5381392092648 0.0171282097443751 0.0991854305161803 0.06793938984794 0.35611393136183
"22" 0.00358648864193598 0.188908230237181 0.0727916349661065 13.7764593358688 0.00120513216180916 0.0922485396085793 0.0101186517403344 0.352391928587083
"23" 0.00481445822100527 0.0372184149090794 0.0794484251753385 9.98022773629379 0.0120670486212828 0.106237727633457 0.0457276996091077 0.315417264208434
"24" 0.0052808037349227 0.0439654890871882 0.00426457090695157 12.8621956847016 0.000801089249364667 0.174230771748088 0.056795329200888 0.308907238141973
"25" 0.00390215710284229 0.181418124793629 0.0148411842228822 7.92596146888659 0.0252083694320435 0.0932931519524888 0.016915228594074 0.220204111892349
"26" 0.00378278817643502 0.0924441577621084 0.0754513997931469 10.859215962482 0.0181341763089546 0.0886921154106343 0.0188457181676752 0.267476850968213
"27" 0.00801366540046904 0.117579272154467 0.0221659626366747 9.78201335155619 0.017221791845086 0.0803274599505117 0.0916561167123336 0.366254071843436
"28" 0.0103372381551775 0.232952174456298 0.0686933920401225 17.3632058394978 0.0215759002653897 0.119164653926058 0.084538884729407 0.341801128044534
"29" 0.00784623389364696 0.249049703756965 0.0306577312437037 8.71371531704904 0.0245472293758297 0.119048073604986 0.0986269128136587 0.28896085843717
"30" 0.00693169703780212 0.0476321701171966 0.0371226702635563 16.3839327228946 0.0117079037351831 0.0730953870773551 0.0716708239785896 0.39373633413257
"31" 0.00943399636461952 0.0722945971431252 0.0558995223987957 11.9976350791034 0.00669499775074099 0.0765845969114979 0.0657823609888188 0.343894007095574
"32" 0.0092353533396327 0.0376436450206525 0.0483373702718752 13.9576567748988 0.0111632286836182 0.108940227071219 0.0983916941100098 0.476319152492655
"33" 0.00542879870558045 0.031164933310406 0.0106143843571524 16.4220539555713 0.00276168461532175 0.151663423317999 0.0244246651280074 0.235593171575762
"34" 0.00849271765092641 0.0276823438167143 0.0183402480474136 13.5873332733303 0.0102445964376682 0.171065991866056 0.0788583878198908 0.25436651353467
"35" 0.00743168429156827 0.226223663071411 0.0299783566681092 8.54319710789879 0.0121095609952693 0.163909192450209 0.0454970854532663 0.327919343651985
"36" 0.00511512161273487 0.0928981822656601 0.0423805021715243 8.62142495766766 0.00977638449513115 0.122284912195149 0.0946799096474218 0.406070422119086
"37" 0.00874180436989458 0.106351949354681 0.042532932951209 11.3970063368656 0.0178124214406724 0.084392928352414 0.0803244442591634 0.392580402287311
"38" 0.00422661785941444 0.109599519971009 0.00725581998270709 17.2203819192504 0.00804036483252781 0.1502496335525 0.0356929781736603 0.264640854471249
"39" 0.00916706180076703 0.15683932618286 0.0458839959696661 11.4534995432971 0.0100938052549679 0.131647014828941 0.0793016247898627 0.269215705183769
"40" 0.007835969489896 0.0664633270178076 0.0252952463915028 8.46280065580864 0.00699788318152404 0.154080594846261 0.0970938462961939 0.387776712771284
"41" 0.00563092361877391 0.136900062117187 0.00670103263108224 8.58312242056654 0.0190140743110134 0.166944005179063 0.0807269941051055 0.3513212495182
"42" 0.00521308851479497 0.124225064808717 0.0670882716373091 15.8543606554285 0.00347018585075761 0.131322837162666 0.0440577212095725 0.282600966833503
"43" 0.00558249744989934 0.221338612220696 0.0146129226844795 11.4261854880229 0.0176809338257614 0.0952912445889477 0.0317509145959238 0.407021935221061
"44" 0.00469909958204116 0.162953568017073 0.0162956921598315 11.5624305720712 0.00990463555802259 0.0789305690756809 0.0159450019515657 0.304419835073157
"45" 0.00422243016471468 0.0884794265471795 0.0373152534815958 9.36576227442396 0.0251539001317869 0.141152068951874 0.0441858160487657 0.208908501153554
"46" 0.0093587842961672 0.00810115496561634 0.0792344411699682 15.5944753467441 0.0220615686434522 0.161948294761254 0.066040612850056 0.305052678989796
"47" 0.00423497311074121 0.220268083028617 0.0448163181862811 10.6525988493927 0.011779804863209 0.0729055648196859 0.0387810195969316 0.294081822790397
"48" 0.00612555753006414 0.0355634568922821 0.065315311980999 9.81283032595371 0.0275663946230913 0.175978101309434 0.0647187539656758 0.424276745722009
"49" 0.00510870316353261 0.0699763273054839 0.0628458320004944 8.46937629070548 0.0179990246018368 0.179707855845246 0.064239570411052 0.46651062691776
"50" 0.0102867415208361 0.201549282044887 0.00560883376389506 10.8700052627775 0.0186397690335867 0.161526265206586 0.0984822352273889 0.293868951996621
"51" 0.00441948087901013 0.178867799910312 0.0512070247227412 10.7936054619936 0.00639136611892129 0.110254302853278 0.0276504374757414 0.38943551428191
"52" 0.00642757008088636 0.0175269766930147 0.0753470333956137 14.1587953955868 0.0106867693479552 0.0968853939632104 0.0612810048651822 0.281120112708489
"53" 0.00649973412711148 0.188191933173453 0.00188530071629073 8.32887333348486 0.0281607032687249 0.103976553995871 0.0689317311369146 0.259795852673249
"54" 0.00919151766913672 0.0797462460506309 0.0466411709589624 16.7155652259862 0.00485981817234137 0.0806108307322929 0.0602266778684983 0.283107652362489
"55" 0.00729836803928034 0.0638310461241492 0.0570194057244826 17.5021418219358 0.0151510561367495 0.11245333425721 0.0904386398620824 0.301322928837249
"56" 0.0119293337087902 0.198245077136785 0.00972134304336031 15.9878807601042 0.0276675079328216 0.135662575048283 0.0996769674385235 0.313387951708386
"57" 0.00521059582822458 0.237679836770067 0.056248592623854 16.4746549302432 0.0268564254154569 0.0852842733648387 0.0672215343752065 0.397294849288758
"58" 0.0113914660372877 0.147522872014052 0.0435824993333597 17.0361065985013 0.0164384494383895 0.0917190467602923 0.0832985590434574 0.315035942119615
"59" 0.00625465308948806 0.0249527651525601 0.00343479125482864 11.6437365552687 0.0187857735649086 0.138786895774026 0.0247024814785217 0.360417379195713
"60" 0.00349232767459799 0.0172975138213841 0.00381050465238794 7.44088939198642 0.00330989715277066 0.0881214895379427 0.0253124058078979 0.44267265457046
"61" 0.00564166987899646 0.174565644508356 0.0649099027152743 9.01555363743897 0.005496269051658 0.0878851706342231 0.0689375795978442 0.313217305431828
"62" 0.00790558463122222 0.179700841665928 0.039892771728724 12.4050845497231 0.0034647007424073 0.110374565825022 0.0787446212976265 0.400228927390056
"63" 0.00582571041802202 0.0203176794874021 0.0500932687590825 15.488853316787 0.0277979189070436 0.0922810455986541 0.040292065477078 0.347699744620357
"64" 0.0065619059837183 0.0303769041309616 0.0131720837188332 9.25625020540272 0.0104568381969547 0.13039856934695 0.05727125932081 0.354773683353842
"65" 0.00787339583025763 0.0689321242241683 0.0246602647539621 8.45497899379551 0.0070694888568685 0.153344856575986 0.0962195346448834 0.399942036227861
"66" 0.00972074609413107 0.0708456420859385 0.0454571376846803 9.07390931807845 0.0180967335427017 0.096072412889087 0.095497670671178 0.431828205724339
"67" 0.00331705569113071 0.221465335848379 0.0371496497912451 16.8473524090165 0.0229917689590773 0.178502950144936 0.0387299166659052 0.221354468301128
