"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45"
"1" 0.326240003947828 0.205890164342876 0.744470372149406 0.678203932524629 0.310553348180014 0.686769626781408 0.647662096154979 0.582608229762732 0.957234599483956 0.225672868529609 0.627194686838755 0.333963596468571 0.654568622236412 0.327353056839428 0.944086824952113 0.783799325575671 0.508193627746808 0.864965596754662 0.757647676651823 0.728105885639668 0.487635018451116 0.249129392089197 0.259965730676008 0.265453276697877 0.264657536334304 0.531959837256918 0.53164000830206 0.519149603419195 0.505481411777743 0.884996667242691 0.911031493114548 0.896117192043446 0.86810412171989 0.712790212512626 0.693528118687631 0.695625844598109 0.703496780842315 0.815176363479459 0.894446310912903 0.909521965790203 0.917279123802843 0.971477283250429 0.937682097628143 0.897015745415556 0.865289657050318
"2" 0.464491804065481 0.760217749200361 0.901691572965621 0.120471856959373 0.51818261674356 0.413286900289211 0.777813758647549 0.34918383133751 0.974730241114232 0.380986415913708 0.493521727056197 0.429002071231312 0.666089746399131 0.515024344968355 0.149446730384335 0.309945295347823 0.559911302978474 0.669138403950867 0.940946447165185 0.0861930220980575 0.821031398816743 0.36542243926322 0.350596639096185 0.355463245643976 0.356285424531107 0.650302385815493 0.618570537582076 0.599952333034092 0.586774593059101 0.788887466976714 0.585040775138745 0.459997005554824 0.401887310327359 0.181300544004902 0.270407693628528 0.307992298401043 0.323124248406031 0.707633587324452 0.859696121574526 0.898678190650384 0.911386140286618 0.989870641934003 0.945637023994772 0.820880399109438 0.642084011218285
"3" 0.44858116108626 0.161472127684586 0.539737137103265 0.7509093839497 0.0998376907480807 0.804986592681289 0.836047108160571 0.236859833774535 0.705421770488065 0.341140645287578 0.331287378342463 0.57214906876461 0.677802234306736 0.684340490372726 0.440234248945865 0.602139477266505 0.155137209209076 0.126583990727901 0.915751675563775 0.22490949791723 0.586423114910494 0.22476339415343 0.20115603503732 0.218422872664279 0.228531253150754 0.639898262324726 0.660256845562859 0.664282152059098 0.666408949514712 0.532584002074794 0.54290712081826 0.557843298725364 0.573534130825941 0.462280146725909 0.310663588139562 0.25784266564077 0.243885888052597 0.889905406417748 0.878003948771969 0.831679642276525 0.764950140420025 0.690936693770268 0.570895201024582 0.467936212471864 0.397470403266137
"4" 0.881169833811029 0.904685012710361 0.619343669212988 0.616025322667036 0.465777710228527 0.141560373967995 0.547428404044638 0.856166339278095 0.159239446484679 0.13962231540273 0.16242989164814 0.983124123994566 0.377027906105389 0.0946223756952011 0.109948865742684 0.215758941945665 0.857665671999536 0.257720113824991 0.846617395708629 0.140005068105755 0.880034614659616 0.430621170531356 0.136718671752466 0.0886136089631786 0.0783572818578166 0.819644761890922 0.869022332306128 0.90818513799387 0.936536412337625 0.310609363500051 0.168919325167524 0.105707195879847 0.0765457855069393 0.787256518691848 0.792636246521485 0.764065593892284 0.738013064065462 0.246890257031851 0.365285768781105 0.444730951719622 0.483090780831658 0.278896862523856 0.434846078234062 0.489795801621078 0.481479491409673
"5" 0.28996819889525 0.0414795843469342 0.776276663648338 0.70911050317575 0.50517830245091 0.321725911644961 0.610363934467513 0.921900202691202 0.686391512007367 0.952772436187709 0.460372959904426 0.644750714357278 0.565810894884289 0.399939790403723 0.443557075692545 0.533446947438242 0.444814775424347 0.968558294650491 0.640364138984985 0.470910527517891 0.570316744572924 0.670845378000883 0.886667884363209 0.932497884906142 0.944681875830311 0.549905958917883 0.595531514005049 0.610958634284533 0.623540673295638 0.729765676230702 0.633689647209826 0.561516799517506 0.51888005118744 0.651231435463598 0.572976106785323 0.532118445837438 0.511529848671767 0.506337821236467 0.741242185382048 0.856728506661135 0.904228648176589 0.756664223897131 0.73134012032447 0.678330575780354 0.629136120879656
"6" 0.164246399275575 0.730842490244513 0.92522821890661 0.979251212025248 0.112907619414871 0.73557772994541 0.625885332127853 0.983921880339491 0.911572095186589 0.540556067921477 0.848129698704569 0.0785651054688203 0.526354241465292 0.855695410792678 0.28464379600194 0.364256329391246 0.140092962806843 0.61185453691262 0.36576708464468 0.792138630352492 0.0432833698574274 0.455666754791592 0.642254100868205 0.679567463697954 0.68292242561244 0.376336747213992 0.334118494364771 0.294619679585228 0.260888011549408 0.909971377060242 0.85567110943516 0.79937611767441 0.759531912000153 0.763872922509163 0.480283154801862 0.322714934153722 0.229671060898157 0.694097473288463 0.652998995943542 0.616864088646783 0.595088371956273 0.679086843674636 0.425790717022374 0.344095049427456 0.340892073091833
"7" 0.0697674122257722 0.134722592420406 0.51824185927929 0.919916183263789 0.36346214902083 0.718767037073705 0.735463263192052 0.458394774506848 0.879543578230079 0.906879352299192 0.536371326703744 0.674304541163286 0.566235076478033 0.124074434945212 0.519542379481548 0.45133128103077 0.0934888196163177 0.47801396542667 0.32095206598508 0.505549678641516 0.044327573483041 0.409311160111276 0.759471042089243 0.857179749485097 0.888601873262773 0.591754642307558 0.626992546715164 0.642419983275695 0.652468537081085 0.4432330927973 0.380846700298643 0.34101968532902 0.309035015880423 0.602369066293502 0.326742222713472 0.208573138320243 0.162447025350715 0.645138649370296 0.566646159590052 0.498459323275538 0.469821826238898 0.507891639796521 0.196489530854591 0.102838448198124 0.0840988370013517
"8" 0.70667009838244 0.372774277669556 0.302901444847715 0.177206770528726 0.591856425936426 0.315494895246629 0.450387142845259 0.569190607343545 0.561584486303937 0.0459051759197057 0.895985302763532 0.315315113165378 0.782155657279084 0.243262546051567 0.187973072245137 0.212911781762297 0.677246363167304 0.247505388441695 0.323447276720795 0.195897529589546 0.562671546315996 0.673478735407881 0.421661096307322 0.275277426269297 0.195075146227016 0.655507811409015 0.632372876928196 0.607187762252671 0.588581829213369 0.169520098581896 0.138690849631723 0.128134079615585 0.123399786640523 0.345860153184362 0.42533049976489 0.439563690074665 0.431626820555776 0.206405157018732 0.164097284688644 0.159953677821585 0.160566123852939 0.501587132413383 0.402376420724534 0.329974433736906 0.276874791463355
"9" 0.299107613870235 0.729450192048733 0.386902722308692 0.436798926997342 0.32027443100743 0.709372401257256 0.636066928118079 0.856283054468009 0.782789190964495 0.15336209457557 0.914047400709152 0.591919414586789 0.980457567157209 0.720526911267287 0.85026478568333 0.879489888008032 0.138003265888019 0.168984277921836 0.024778789747054 0.49957001525719 0.149485537461849 0.40079293438045 0.439013282412294 0.422990371788359 0.396089302349016 0.972312228958244 0.960998959173896 0.946795069591171 0.933447139406076 0.588163873717824 0.736477843891049 0.800976088370645 0.826227112877614 0.273855488596879 0.265815709406586 0.303180483701363 0.355588988843545 0.371240031981481 0.132110378758939 0.0337854841923747 0.000798722570556572 0.52878362041374 0.312524128697181 0.231389387886441 0.20781365766308
"10" 0.914621531854854 0.986277895743545 0.699472171648632 0.525318944871671 0.977861142022057 0.303689152242461 0.0240660191688239 0.0172416545237225 0.341518796067299 0.010936374928904 0.454678618023636 0.765232043352838 0.190263979019733 0.438143923402919 0.0934657271970976 0.189980260795883 0.91580137599341 0.873175233573106 0.0903261730024539 0.107610852697633 0.778939370763464 0.450143312946123 0.0703031507990832 0.0275779807353005 0.0176943111232841 0.396611079921946 0.384504996307819 0.410422168195984 0.439135534029451 0.427863823607635 0.277789261880489 0.227067737020811 0.20119194136272 0.793249418846764 0.820121857792626 0.806999401396087 0.785126667265354 0.20923462205097 0.223610233658365 0.29709005749102 0.380435723563722 0.387703417081157 0.392372041610187 0.345901473915685 0.300291733746051
