"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45"
"1" 0.20189397651825 0.010441533203666 0.0974407266887449 0.393105445036745 0.612205391392754 0.651140293154227 0.843333178161576 0.464707112919873 0.755024363417383 0.547422346577579 0.537686912443576 0.816404145866779 0.825849312433365 0.428321207083975 0.60626092981551 0.43109918174892 0.465023029044906 0.300392402264748 0.134958071600419 0.209390346419721 0.547467418894216 0.201244171412929 0.346953665109655 0.426801381969205 0.470925003114336 0.808638457086984 0.846199095757107 0.860121320930352 0.86601138707241 0.156519231172669 0.240973960485769 0.300493603847173 0.349240504179763 0.389205080449108 0.400485295402492 0.396039276724575 0.395916161367793 0.454405975599984 0.288479932596494 0.219029778986885 0.178112708422133 0.71771692002301 0.569756171015482 0.435461843815141 0.353131917354153
"2" 0.114690217169808 0.544419408628887 0.195750360355149 0.803242422594219 0.836328509446466 0.370078527907974 0.47543368726272 0.363512744769803 0.207394077005592 0.523689713842067 0.684026824378123 0.315871202299137 0.372994200930519 0.779054953239729 0.160398550344779 0.190472702749069 0.826808287624292 0.843475846641388 0.32552396785118 0.919758942451167 0.515990778122908 0.199299310356144 0.390122507354611 0.483157676048235 0.521234064899017 0.330678188600687 0.329514215649875 0.331904585193488 0.33261202415726 0.154216953687856 0.180168972737434 0.222028435348816 0.26977918401538 0.851257368767532 0.817646956733409 0.768277788146774 0.72925340998652 0.367624074754097 0.436139987779642 0.520547620175103 0.591521360582162 0.299509768874398 0.577405992396805 0.772077916007383 0.862752636207463
"3" 0.346451123851132 0.560995042604564 0.969673522400335 0.745180294857967 0.564546309775116 0.891543391507021 0.379920933450619 0.548320311839168 0.047669618174659 0.763852531715133 0.890828646595211 0.962066759349332 0.0350837042509487 0.25538086487424 0.382875307752629 0.710753959425554 0.57835601039027 0.410632670663187 0.820696212850472 0.6073473911858 0.818668068825993 0.820060070961544 0.920764524495554 0.926052653582721 0.914942705923865 0.161652779413981 0.229048033728434 0.301462554120035 0.384419594875567 0.933547973560963 0.837052492950653 0.687619789350662 0.571245822804766 0.765918586766985 0.751489264368413 0.736976688924776 0.739621129832887 0.942563518656238 0.926343812057249 0.889034214321461 0.856267286858453 0.150807085809924 0.442373797107971 0.670368793097854 0.761034867794516
"4" 0.350462397392756 0.594191513084558 0.404754033547707 0.812102840006222 0.0570957160763106 0.507828349449081 0.382313886291985 0.586176687804103 0.420893123164191 0.488887940017957 0.691874727816548 0.756792300969131 0.718198204033142 0.349940619597206 0.794365020458992 0.875536161200267 0.373532264948056 0.671779776557499 0.575683006095377 0.406876108288559 0.944339590118711 0.459484826804319 0.539002387519444 0.551020874770934 0.555041280184891 0.77437692403589 0.780834595612609 0.783151251975913 0.784338324356683 0.505649357406012 0.568884500347854 0.59344264750942 0.595526613773855 0.752269760319052 0.706371268371615 0.691812270486179 0.702138402326512 0.558742607974158 0.614959080218053 0.646882943534808 0.663138734334637 0.869077220245185 0.962683216961981 0.970111721590399 0.96050168211505
"5" 0.726171122817197 0.394074953875909 0.217998824853621 0.868739106031409 0.119202605190628 0.609257920607534 0.429094444848264 0.931461304646612 0.770915319391305 0.412771734555118 0.227459844402583 0.426044101164979 0.832227667293714 0.519889541139347 0.553340628854748 0.380909415180523 0.192652635489896 0.668898591691678 0.92241578483535 0.812067411922779 0.826160610055044 0.444281111337458 0.299718340963144 0.279558753866774 0.276841757064326 0.742237954230874 0.728009706246016 0.710293802384542 0.688587232182633 0.266496592808114 0.328761846031669 0.384759553824856 0.428282064461471 0.595968054831563 0.37786352175218 0.269321685176877 0.222692223986958 0.827348763097286 0.925393124863263 0.937312661747298 0.935927104960117 0.983558149295108 0.995257657058731 0.995930798442385 0.994531939751351
"6" 0.253136970675772 0.376980554330926 0.659426559906672 0.388131648159595 0.131492760907488 0.465529926537213 0.44031845250243 0.881411489145298 0.594021520958766 0.0598460536926308 0.560215330244879 0.369703258461232 0.210801266339413 0.459294239261065 0.534818315727043 0.279882995909688 0.611525360329806 0.0756378920262933 0.306976299511177 0.899183707031947 0.735338086980658 0.048102667648333 0.0346829254827223 0.0418124126688682 0.0488261121726939 0.187360414331924 0.198633398104064 0.204613601140379 0.210273957191276 0.648676636399576 0.605373700138787 0.572362949853852 0.549663329379606 0.487433034973663 0.492991715128441 0.477760996384541 0.462826112953949 0.292117764277235 0.16360070431194 0.0890177733681072 0.0484195469022415 0.906297280327974 0.972870996399304 0.985909768594402 0.988090626030799
"7" 0.165740276486329 0.325312051296808 0.193275385676807 0.149349661775072 0.698860410260122 0.124864623733437 0.799702638751228 0.0822751277797824 0.0768568531551724 0.424856282426671 0.887392827664289 0.324817153243353 0.101292137433336 0.687968325766872 0.894106335113218 0.464442175719529 0.718333223109586 0.980958607175167 0.470416162706666 0.681665264908438 0.384545263124298 0.418161811334525 0.605055666416807 0.635854063927129 0.631294999766158 0.0753852269618782 0.0778841562816975 0.0801647564303568 0.0847676570050013 0.403975793053837 0.618977683024468 0.729295716200032 0.778809534275299 0.396495814468451 0.550169445244751 0.598212917785457 0.619307139682382 0.23647723470578 0.485347594772404 0.716503308079595 0.832325073228083 0.0460846943242447 0.0877943450319555 0.195333065160659 0.319662624210929
"8" 0.133833670952654 0.337882197172055 0.0292599989281142 0.288933217139858 0.579944925793542 0.23159639245441 0.0215204248901592 0.27378669669721 0.249760647061185 0.285423617377979 0.722339057493321 0.891788922512276 0.0250128095489635 0.173657688539844 0.27504568204377 0.689245896703794 0.323755848138842 0.449852752171003 0.0710506908797042 0.88617539833247 0.601097836513781 0.170819732037632 0.273468381077412 0.319497725510284 0.335230238871573 0.0853554262814277 0.124034631806296 0.170079100078657 0.218708700298648 0.0197006674915741 0.0279898386033531 0.0457174745288801 0.0607968212504804 0.257375571895482 0.303255177923093 0.347669379644699 0.384313717084649 0.0999023177514993 0.0445417241156349 0.0283647759440879 0.048148854195156 0.376102708265244 0.661762266730119 0.823025709109084 0.880299763599223
"9" 0.757484059921494 0.543911180089044 0.642752719784112 0.64462959047747 0.253302706301928 0.504500729488588 0.459186080518545 0.950442831411578 0.699915035371454 0.269489594858181 0.765828148221226 0.754153205068296 0.341644982266968 0.636697408298851 0.593667113725978 0.526577151406804 0.0173028702365887 0.452406255406447 0.535768681159069 0.410898116371553 0.796498501727472 0.80464484555566 0.673340365360413 0.571957870489899 0.511206304886373 0.452646405169698 0.492700391678233 0.525447249185212 0.552159527890763 0.687004167806687 0.689592743343922 0.686034914806323 0.679120730703421 0.163872541698014 0.0614981218737461 0.0461669341394314 0.0443861008717096 0.504104336972933 0.503484042034572 0.503353952036338 0.507992787615449 0.889788023643443 0.91410148362688 0.887343397427553 0.84709528235595
"10" 0.116528463465091 0.0146531099422249 0.0636002100494683 0.451949892061663 0.449474902867241 0.3050559781412 0.858003521038965 0.39009279318824 0.859106988834292 0.711418904769869 0.259490659764897 0.880672096808893 0.866245040308802 0.340983822882653 0.926496116378989 0.519278878791518 0.518552111165958 0.342962039974351 0.127776207841302 0.226505799565171 0.63925483704251 0.078954135835896 0.233689138019504 0.370486904521342 0.45291160852122 0.890898260888618 0.91862716122021 0.929135675555654 0.9323818159429 0.193202246135675 0.362179491592269 0.487301867548596 0.550784814214753 0.501400149215787 0.512874550888726 0.508375069542124 0.51009772822424 0.146573928540058 0.0874743291254444 0.0634764118815564 0.0669859747402342 0.874141399424025 0.769876458228629 0.639271895621439 0.537199606469008
"11" 0.327012600802224 0.0350229057956066 0.180604598462395 0.335416526643495 0.657765776104886 0.573066186584402 0.487321076964428 0.649323569360867 0.979483237977747 0.349769892078585 0.587506749881065 0.104993146241519 0.825736158031218 0.238532313030824 0.730391490768712 0.607531050018118 0.00273024069183501 0.638840164870674 0.165411583697337 0.106586535593309 0.25725833693319 0.277006228796955 0.318894278451196 0.342996852330733 0.34993823236765 0.555921843579963 0.539994407545619 0.504390963113104 0.465404196085852 0.264895597518369 0.331910806631064 0.371987003023779 0.393656112898243 0.0209980253838833 0.0080563805884485 0.0079819200736201 0.0118841852607474 0.447328887835211 0.37243074619334 0.363620557236923 0.373182800768052 0.854047896567887 0.436002149435934 0.173749832670283 0.0720077337196012
