"fitted.vals.predict.alpha.inter.only" "fitted.vals.predict.alpha.linear" "fitted.vals.predict.alpha.quad"
"1" 0.135585733813994 0.163466763256881 0.21200829916744
"2" 0.135585733813994 0.163373826492071 0.211499985545338
"3" 0.135585733813994 0.163280889727261 0.210993058824263
"4" 0.135585733813994 0.163187952962452 0.210487519004213
"5" 0.135585733813994 0.163095016197642 0.20998336608519
"6" 0.135585733813994 0.163002079432833 0.209480600067193
"7" 0.135585733813994 0.162909142668023 0.208979220950221
"8" 0.135585733813994 0.162816205903213 0.208479228734276
"9" 0.135585733813994 0.162723269138404 0.207980623419357
"10" 0.135585733813994 0.162630332373594 0.207483405005464
"11" 0.135585733813994 0.162537395608784 0.206987573492596
"12" 0.135585733813994 0.162444458843975 0.206493128880755
"13" 0.135585733813994 0.162351522079165 0.20600007116994
"14" 0.135585733813994 0.162258585314356 0.205508400360151
"15" 0.135585733813994 0.162165648549546 0.205018116451387
"16" 0.135585733813994 0.162072711784736 0.20452921944365
"17" 0.135585733813994 0.161979775019927 0.204041709336939
"18" 0.135585733813994 0.161886838255117 0.203555586131254
"19" 0.135585733813994 0.161793901490307 0.203070849826595
"20" 0.135585733813994 0.161700964725498 0.202587500422962
"21" 0.135585733813994 0.161608027960688 0.202105537920354
"22" 0.135585733813994 0.161515091195879 0.201624962318773
"23" 0.135585733813994 0.161422154431069 0.201145773618218
"24" 0.135585733813994 0.161329217666259 0.200667971818689
"25" 0.135585733813994 0.16123628090145 0.200191556920186
"26" 0.135585733813994 0.16114334413664 0.199716528922709
"27" 0.135585733813994 0.16105040737183 0.199242887826258
"28" 0.135585733813994 0.160957470607021 0.198770633630833
"29" 0.135585733813994 0.160864533842211 0.198299766336434
"30" 0.135585733813994 0.160771597077402 0.197830285943061
"31" 0.135585733813994 0.160678660312592 0.197362192450714
"32" 0.135585733813994 0.160585723547782 0.196895485859393
"33" 0.135585733813994 0.160492786782973 0.196430166169099
"34" 0.135585733813994 0.160399850018163 0.19596623337983
"35" 0.135585733813994 0.160306913253354 0.195503687491587
"36" 0.135585733813994 0.160213976488544 0.19504252850437
"37" 0.135585733813994 0.160121039723734 0.194582756418179
"38" 0.135585733813994 0.160028102958925 0.194124371233014
"39" 0.135585733813994 0.159935166194115 0.193667372948875
"40" 0.135585733813994 0.159842229429305 0.193211761565763
"41" 0.135585733813994 0.159749292664496 0.192757537083676
"42" 0.135585733813994 0.159656355899686 0.192304699502615
"43" 0.135585733813994 0.159563419134877 0.19185324882258
"44" 0.135585733813994 0.159470482370067 0.191403185043572
"45" 0.135585733813994 0.159377545605257 0.190954508165589
"46" 0.135585733813994 0.159284608840448 0.190507218188632
"47" 0.135585733813994 0.159191672075638 0.190061315112701
"48" 0.135585733813994 0.159098735310828 0.189616798937797
"49" 0.135585733813994 0.159005798546019 0.189173669663918
"50" 0.135585733813994 0.158912861781209 0.188731927291065
"51" 0.135585733813994 0.1588199250164 0.188291571819239
"52" 0.135585733813994 0.15872698825159 0.187852603248438
"53" 0.135585733813994 0.15863405148678 0.187415021578664
"54" 0.135585733813994 0.158541114721971 0.186978826809915
"55" 0.135585733813994 0.158448177957161 0.186544018942192
"56" 0.135585733813994 0.158355241192351 0.186110597975496
"57" 0.135585733813994 0.158262304427542 0.185678563909825
"58" 0.135585733813994 0.158169367662732 0.185247916745181
"59" 0.135585733813994 0.158076430897923 0.184818656481562
"60" 0.135585733813994 0.157983494133113 0.18439078311897
"61" 0.135585733813994 0.157890557368303 0.183964296657403
"62" 0.135585733813994 0.157797620603494 0.183539197096863
"63" 0.135585733813994 0.157704683838684 0.183115484437349
"64" 0.135585733813994 0.157611747073874 0.18269315867886
"65" 0.135585733813994 0.157518810309065 0.182272219821398
"66" 0.135585733813994 0.157425873544255 0.181852667864961
"67" 0.135585733813994 0.157332936779446 0.181434502809551
"68" 0.135585733813994 0.157240000014636 0.181017724655167
"69" 0.135585733813994 0.157147063249826 0.180602333401808
"70" 0.135585733813994 0.157054126485017 0.180188329049476
"71" 0.135585733813994 0.156961189720207 0.17977571159817
"72" 0.135585733813994 0.156868252955397 0.179364481047889
"73" 0.135585733813994 0.156775316190588 0.178954637398635
"74" 0.135585733813994 0.156682379425778 0.178546180650407
"75" 0.135585733813994 0.156589442660969 0.178139110803205
"76" 0.135585733813994 0.156496505896159 0.177733427857028
"77" 0.135585733813994 0.156403569131349 0.177329131811878
"78" 0.135585733813994 0.15631063236654 0.176926222667754
"79" 0.135585733813994 0.15621769560173 0.176524700424656
"80" 0.135585733813994 0.15612475883692 0.176124565082584
"81" 0.135585733813994 0.156031822072111 0.175725816641538
"82" 0.135585733813994 0.155938885307301 0.175328455101517
"83" 0.135585733813994 0.155845948542492 0.174932480462523
"84" 0.135585733813994 0.155753011777682 0.174537892724555
"85" 0.135585733813994 0.155660075012872 0.174144691887613
"86" 0.135585733813994 0.155567138248063 0.173752877951697
"87" 0.135585733813994 0.155474201483253 0.173362450916807
"88" 0.135585733813994 0.155381264718443 0.172973410782943
"89" 0.135585733813994 0.155288327953634 0.172585757550105
"90" 0.135585733813994 0.155195391188824 0.172199491218293
"91" 0.135585733813994 0.155102454424015 0.171814611787507
"92" 0.135585733813994 0.155009517659205 0.171431119257747
"93" 0.135585733813994 0.154916580894395 0.171049013629013
"94" 0.135585733813994 0.154823644129586 0.170668294901305
"95" 0.135585733813994 0.154730707364776 0.170288963074623
"96" 0.135585733813994 0.154637770599966 0.169911018148967
"97" 0.135585733813994 0.154544833835157 0.169534460124337
"98" 0.135585733813994 0.154451897070347 0.169159289000734
"99" 0.135585733813994 0.154358960305538 0.168785504778156
"100" 0.135585733813994 0.154266023540728 0.168413107456604
"101" 0.135585733813994 0.154173086775918 0.168042097036078
"102" 0.135585733813994 0.154080150011109 0.167672473516578
"103" 0.135585733813994 0.153987213246299 0.167304236898104
"104" 0.135585733813994 0.153894276481489 0.166937387180657
"105" 0.135585733813994 0.15380133971668 0.166571924364235
"106" 0.135585733813994 0.15370840295187 0.166207848448839
"107" 0.135585733813994 0.153615466187061 0.165845159434469
"108" 0.135585733813994 0.153522529422251 0.165483857321126
"109" 0.135585733813994 0.153429592657441 0.165123942108808
"110" 0.135585733813994 0.153336655892632 0.164765413797516
"111" 0.135585733813994 0.153243719127822 0.164408272387251
"112" 0.135585733813994 0.153150782363012 0.164052517878011
"113" 0.135585733813994 0.153057845598203 0.163698150269797
"114" 0.135585733813994 0.152964908833393 0.16334516956261
"115" 0.135585733813994 0.152871972068584 0.162993575756448
"116" 0.135585733813994 0.152779035303774 0.162643368851313
"117" 0.135585733813994 0.152686098538964 0.162294548847203
"118" 0.135585733813994 0.152593161774155 0.161947115744119
"119" 0.135585733813994 0.152500225009345 0.161601069542062
"120" 0.135585733813994 0.152407288244536 0.16125641024103
"121" 0.135585733813994 0.152314351479726 0.160913137841025
"122" 0.135585733813994 0.152221414714916 0.160571252342045
"123" 0.135585733813994 0.152128477950107 0.160230753744092
"124" 0.135585733813994 0.152035541185297 0.159891642047164
"125" 0.135585733813994 0.151942604420487 0.159553917251263
"126" 0.135585733813994 0.151849667655678 0.159217579356388
"127" 0.135585733813994 0.151756730890868 0.158882628362538
"128" 0.135585733813994 0.151663794126059 0.158549064269715
"129" 0.135585733813994 0.151570857361249 0.158216887077917
"130" 0.135585733813994 0.151477920596439 0.157886096787146
"131" 0.135585733813994 0.15138498383163 0.157556693397401
"132" 0.135585733813994 0.15129204706682 0.157228676908681
"133" 0.135585733813994 0.15119911030201 0.156902047320988
"134" 0.135585733813994 0.151106173537201 0.156576804634321
"135" 0.135585733813994 0.151013236772391 0.156252948848679
"136" 0.135585733813994 0.150920300007582 0.155930479964064
"137" 0.135585733813994 0.150827363242772 0.155609397980475
"138" 0.135585733813994 0.150734426477962 0.155289702897912
"139" 0.135585733813994 0.150641489713153 0.154971394716374
"140" 0.135585733813994 0.150548552948343 0.154654473435863
"141" 0.135585733813994 0.150455616183533 0.154338939056378
"142" 0.135585733813994 0.150362679418724 0.154024791577919
"143" 0.135585733813994 0.150269742653914 0.153712031000486
"144" 0.135585733813994 0.150176805889105 0.153400657324079
"145" 0.135585733813994 0.150083869124295 0.153090670548697
"146" 0.135585733813994 0.149990932359485 0.152782070674342
"147" 0.135585733813994 0.149897995594676 0.152474857701013
"148" 0.135585733813994 0.149805058829866 0.15216903162871
"149" 0.135585733813994 0.149712122065056 0.151864592457433
"150" 0.135585733813994 0.149619185300247 0.151561540187182
"151" 0.135585733813994 0.149526248535437 0.151259874817957
"152" 0.135585733813994 0.149433311770628 0.150959596349758
"153" 0.135585733813994 0.149340375005818 0.150660704782585
"154" 0.135585733813994 0.149247438241008 0.150363200116438
"155" 0.135585733813994 0.149154501476199 0.150067082351317
"156" 0.135585733813994 0.149061564711389 0.149772351487222
"157" 0.135585733813994 0.148968627946579 0.149479007524153
"158" 0.135585733813994 0.14887569118177 0.14918705046211
"159" 0.135585733813994 0.14878275441696 0.148896480301093
"160" 0.135585733813994 0.148689817652151 0.148607297041103
"161" 0.135585733813994 0.148596880887341 0.148319500682138
"162" 0.135585733813994 0.148503944122531 0.148033091224199
"163" 0.135585733813994 0.148411007357722 0.147748068667286
"164" 0.135585733813994 0.148318070592912 0.147464433011399
"165" 0.135585733813994 0.148225133828102 0.147182184256538
"166" 0.135585733813994 0.148132197063293 0.146901322402704
"167" 0.135585733813994 0.148039260298483 0.146621847449895
"168" 0.135585733813994 0.147946323533674 0.146343759398112
"169" 0.135585733813994 0.147853386768864 0.146067058247355
"170" 0.135585733813994 0.147760450004054 0.145791743997625
"171" 0.135585733813994 0.147667513239245 0.14551781664892
"172" 0.135585733813994 0.147574576474435 0.145245276201241
"173" 0.135585733813994 0.147481639709625 0.144974122654589
"174" 0.135585733813994 0.147388702944816 0.144704356008962
"175" 0.135585733813994 0.147295766180006 0.144435976264361
"176" 0.135585733813994 0.147202829415197 0.144168983420787
"177" 0.135585733813994 0.147109892650387 0.143903377478238
"178" 0.135585733813994 0.147016955885577 0.143639158436715
"179" 0.135585733813994 0.146924019120768 0.143376326296219
"180" 0.135585733813994 0.146831082355958 0.143114881056748
"181" 0.135585733813994 0.146738145591149 0.142854822718304
"182" 0.135585733813994 0.146645208826339 0.142596151280885
"183" 0.135585733813994 0.146552272061529 0.142338866744493
"184" 0.135585733813994 0.14645933529672 0.142082969109126
"185" 0.135585733813994 0.14636639853191 0.141828458374786
"186" 0.135585733813994 0.1462734617671 0.141575334541471
"187" 0.135585733813994 0.146180525002291 0.141323597609183
"188" 0.135585733813994 0.146087588237481 0.14107324757792
"189" 0.135585733813994 0.145994651472672 0.140824284447684
"190" 0.135585733813994 0.145901714707862 0.140576708218473
"191" 0.135585733813994 0.145808777943052 0.140330518890289
"192" 0.135585733813994 0.145715841178243 0.140085716463131
"193" 0.135585733813994 0.145622904413433 0.139842300936998
"194" 0.135585733813994 0.145529967648623 0.139600272311892
"195" 0.135585733813994 0.145437030883814 0.139359630587812
"196" 0.135585733813994 0.145344094119004 0.139120375764757
"197" 0.135585733813994 0.145251157354195 0.138882507842729
"198" 0.135585733813994 0.145158220589385 0.138646026821727
"199" 0.135585733813994 0.145065283824575 0.138410932701751
"200" 0.135585733813994 0.144972347059766 0.1381772254828
"201" 0.135585733813994 0.144879410294956 0.137944905164876
"202" 0.135585733813994 0.144786473530146 0.137713971747978
"203" 0.135585733813994 0.144693536765337 0.137484425232106
"204" 0.135585733813994 0.144600600000527 0.137256265617259
"205" 0.135585733813994 0.144507663235718 0.137029492903439
"206" 0.135585733813994 0.144414726470908 0.136804107090645
"207" 0.135585733813994 0.144321789706098 0.136580108178877
"208" 0.135585733813994 0.144228852941289 0.136357496168135
"209" 0.135585733813994 0.144135916176479 0.136136271058419
"210" 0.135585733813994 0.144042979411669 0.135916432849729
"211" 0.135585733813994 0.14395004264686 0.135697981542065
"212" 0.135585733813994 0.14385710588205 0.135480917135427
"213" 0.135585733813994 0.143764169117241 0.135265239629815
"214" 0.135585733813994 0.143671232352431 0.135050949025229
"215" 0.135585733813994 0.143578295587621 0.134838045321669
"216" 0.135585733813994 0.143485358822812 0.134626528519135
"217" 0.135585733813994 0.143392422058002 0.134416398617627
"218" 0.135585733813994 0.143299485293192 0.134207655617145
"219" 0.135585733813994 0.143206548528383 0.134000299517689
"220" 0.135585733813994 0.143113611763573 0.133794330319259
"221" 0.135585733813994 0.143020674998764 0.133589748021855
"222" 0.135585733813994 0.142927738233954 0.133386552625477
"223" 0.135585733813994 0.142834801469144 0.133184744130125
"224" 0.135585733813994 0.142741864704335 0.132984322535799
"225" 0.135585733813994 0.142648927939525 0.132785287842499
"226" 0.135585733813994 0.142555991174715 0.132587640050226
"227" 0.135585733813994 0.142463054409906 0.132391379158978
"228" 0.135585733813994 0.142370117645096 0.132196505168756
"229" 0.135585733813994 0.142277180880287 0.13200301807956
"230" 0.135585733813994 0.142184244115477 0.13181091789139
"231" 0.135585733813994 0.142091307350667 0.131620204604247
"232" 0.135585733813994 0.141998370585858 0.131430878218129
"233" 0.135585733813994 0.141905433821048 0.131242938733037
"234" 0.135585733813994 0.141812497056238 0.131056386148972
