"fitted.vals.predict.gamma.inter.only" "fitted.vals.predict.gamma.linear" "fitted.vals.predict.gamma.quad"
"1" 0.104872428789077 0.0223596732038349 -0.101749650625245
"2" 0.104872428789077 0.0226347157224523 -0.100412586892718
"3" 0.104872428789077 0.0229097582410698 -0.0990790691408727
"4" 0.104872428789077 0.0231848007596873 -0.0977490973697081
"5" 0.104872428789077 0.0234598432783048 -0.0964226715792243
"6" 0.104872428789077 0.0237348857969222 -0.0950997917694213
"7" 0.104872428789077 0.0240099283155397 -0.0937804579402991
"8" 0.104872428789077 0.0242849708341572 -0.0924646700918578
"9" 0.104872428789077 0.0245600133527746 -0.0911524282240973
"10" 0.104872428789077 0.0248350558713921 -0.0898437323370176
"11" 0.104872428789077 0.0251100983900096 -0.0885385824306188
"12" 0.104872428789077 0.0253851409086271 -0.0872369785049008
"13" 0.104872428789077 0.0256601834272445 -0.0859389205598636
"14" 0.104872428789077 0.025935225945862 -0.0846444085955073
"15" 0.104872428789077 0.0262102684644795 -0.0833534426118318
"16" 0.104872428789077 0.0264853109830969 -0.0820660226088371
"17" 0.104872428789077 0.0267603535017144 -0.0807821485865233
"18" 0.104872428789077 0.0270353960203319 -0.0795018205448902
"19" 0.104872428789077 0.0273104385389494 -0.0782250384839381
"20" 0.104872428789077 0.0275854810575668 -0.0769518024036667
"21" 0.104872428789077 0.0278605235761843 -0.0756821123040762
"22" 0.104872428789077 0.0281355660948018 -0.0744159681851665
"23" 0.104872428789077 0.0284106086134193 -0.0731533700469376
"24" 0.104872428789077 0.0286856511320367 -0.0718943178893896
"25" 0.104872428789077 0.0289606936506542 -0.0706388117125224
"26" 0.104872428789077 0.0292357361692717 -0.069386851516336
"27" 0.104872428789077 0.0295107786878891 -0.0681384373008305
"28" 0.104872428789077 0.0297858212065066 -0.0668935690660058
"29" 0.104872428789077 0.0300608637251241 -0.0656522468118619
"30" 0.104872428789077 0.0303359062437416 -0.0644144705383988
"31" 0.104872428789077 0.030610948762359 -0.0631802402456166
"32" 0.104872428789077 0.0308859912809765 -0.0619495559335152
"33" 0.104872428789077 0.031161033799594 -0.0607224176020947
"34" 0.104872428789077 0.0314360763182115 -0.0594988252513549
"35" 0.104872428789077 0.0317111188368289 -0.0582787788812961
"36" 0.104872428789077 0.0319861613554464 -0.057062278491918
"37" 0.104872428789077 0.0322612038740639 -0.0558493240832208
"38" 0.104872428789077 0.0325362463926813 -0.0546399156552044
"39" 0.104872428789077 0.0328112889112988 -0.0534340532078688
"40" 0.104872428789077 0.0330863314299163 -0.0522317367412141
"41" 0.104872428789077 0.0333613739485338 -0.0510329662552401
"42" 0.104872428789077 0.0336364164671512 -0.0498377417499471
"43" 0.104872428789077 0.0339114589857687 -0.0486460632253348
"44" 0.104872428789077 0.0341865015043862 -0.0474579306814034
"45" 0.104872428789077 0.0344615440230036 -0.0462733441181528
"46" 0.104872428789077 0.0347365865416211 -0.0450923035355831
"47" 0.104872428789077 0.0350116290602386 -0.0439148089336941
"48" 0.104872428789077 0.0352866715788561 -0.042740860312486
"49" 0.104872428789077 0.0355617140974735 -0.0415704576719588
"50" 0.104872428789077 0.035836756616091 -0.0404036010121124
"51" 0.104872428789077 0.0361117991347085 -0.0392402903329468
"52" 0.104872428789077 0.036386841653326 -0.038080525634462
"53" 0.104872428789077 0.0366618841719434 -0.0369243069166581
"54" 0.104872428789077 0.0369369266905609 -0.0357716341795349
"55" 0.104872428789077 0.0372119692091784 -0.0346225074230927
"56" 0.104872428789077 0.0374870117277958 -0.0334769266473312
"57" 0.104872428789077 0.0377620542464133 -0.0323348918522506
"58" 0.104872428789077 0.0380370967650308 -0.0311964030378508
"59" 0.104872428789077 0.0383121392836483 -0.0300614602041319
"60" 0.104872428789077 0.0385871818022657 -0.0289300633510938
"61" 0.104872428789077 0.0388622243208832 -0.0278022124787365
"62" 0.104872428789077 0.0391372668395007 -0.02667790758706
"63" 0.104872428789077 0.0394123093581182 -0.0255571486760644
"64" 0.104872428789077 0.0396873518767356 -0.0244399357457496
"65" 0.104872428789077 0.0399623943953531 -0.0233262687961156
"66" 0.104872428789077 0.0402374369139706 -0.0222161478271625
"67" 0.104872428789077 0.040512479432588 -0.0211095728388902
"68" 0.104872428789077 0.0407875219512055 -0.0200065438312987
"69" 0.104872428789077 0.041062564469823 -0.018907060804388
"70" 0.104872428789077 0.0413376069884405 -0.0178111237581582
"71" 0.104872428789077 0.0416126495070579 -0.0167187326926092
"72" 0.104872428789077 0.0418876920256754 -0.0156298876077411
"73" 0.104872428789077 0.0421627345442929 -0.0145445885035538
"74" 0.104872428789077 0.0424377770629103 -0.0134628353800473
"75" 0.104872428789077 0.0427128195815278 -0.0123846282372216
"76" 0.104872428789077 0.0429878621001453 -0.0113099670750768
"77" 0.104872428789077 0.0432629046187628 -0.0102388518936128
