"fitted.vals.predict.dn.inter.only" "fitted.vals.predict.dn.linear" "fitted.vals.predict.dn.quad"
"1" 0.00202007633226006 -0.00190780122547923 0.00134294951601009
"2" 0.00202007633226006 -0.00189470830028676 0.00132822530271467
"3" 0.00202007633226006 -0.0018816153750943 0.00131359396801186
"4" 0.00202007633226006 -0.00186852244990183 0.00129905551190166
"5" 0.00202007633226006 -0.00185542952470937 0.00128460993438408
"6" 0.00202007633226006 -0.0018423365995169 0.00127025723545911
"7" 0.00202007633226006 -0.00182924367432444 0.00125599741512676
"8" 0.00202007633226006 -0.00181615074913198 0.00124183047338702
"9" 0.00202007633226006 -0.00180305782393951 0.0012277564102399
"10" 0.00202007633226006 -0.00178996489874705 0.00121377522568539
"11" 0.00202007633226006 -0.00177687197355458 0.00119988691972349
"12" 0.00202007633226006 -0.00176377904836212 0.00118609149235421
"13" 0.00202007633226006 -0.00175068612316965 0.00117238894357754
"14" 0.00202007633226006 -0.00173759319797719 0.00115877927339348
"15" 0.00202007633226006 -0.00172450027278473 0.00114526248180204
"16" 0.00202007633226006 -0.00171140734759226 0.00113183856880321
"17" 0.00202007633226006 -0.0016983144223998 0.001118507534397
"18" 0.00202007633226006 -0.00168522149720733 0.0011052693785834
"19" 0.00202007633226006 -0.00167212857201487 0.00109212410136241
"20" 0.00202007633226006 -0.0016590356468224 0.00107907170273404
"21" 0.00202007633226006 -0.00164594272162994 0.00106611218269829
"22" 0.00202007633226006 -0.00163284979643748 0.00105324554125514
"23" 0.00202007633226006 -0.00161975687124501 0.00104047177840461
"24" 0.00202007633226006 -0.00160666394605255 0.0010277908941467
"25" 0.00202007633226006 -0.00159357102086008 0.0010152028884814
"26" 0.00202007633226006 -0.00158047809566762 0.00100270776140871
"27" 0.00202007633226006 -0.00156738517047515 0.000990305512928636
"28" 0.00202007633226006 -0.00155429224528269 0.000977996143041177
"29" 0.00202007633226006 -0.00154119932009023 0.000965779651746332
"30" 0.00202007633226006 -0.00152810639489776 0.0009536560390441
"31" 0.00202007633226006 -0.0015150134697053 0.000941625304934483
"32" 0.00202007633226006 -0.00150192054451283 0.000929687449417479
"33" 0.00202007633226006 -0.00148882761932037 0.00091784247249309
"34" 0.00202007633226006 -0.0014757346941279 0.000906090374161314
"35" 0.00202007633226006 -0.00146264176893544 0.000894431154422153
"36" 0.00202007633226006 -0.00144954884374298 0.000882864813275605
"37" 0.00202007633226006 -0.00143645591855051 0.000871391350721671
"38" 0.00202007633226006 -0.00142336299335805 0.000860010766760352
"39" 0.00202007633226006 -0.00141027006816558 0.000848723061391646
"40" 0.00202007633226006 -0.00139717714297312 0.000837528234615555
"41" 0.00202007633226006 -0.00138408421778065 0.000826426286432077
"42" 0.00202007633226006 -0.00137099129258819 0.000815417216841213
"43" 0.00202007633226006 -0.00135789836739573 0.000804501025842964
"44" 0.00202007633226006 -0.00134480544220326 0.000793677713437328
"45" 0.00202007633226006 -0.0013317125170108 0.000782947279624306
"46" 0.00202007633226006 -0.00131861959181833 0.000772309724403898
"47" 0.00202007633226006 -0.00130552666662587 0.000761765047776105
"48" 0.00202007633226006 -0.00129243374143341 0.000751313249740925
"49" 0.00202007633226006 -0.00127934081624094 0.000740954330298359
"50" 0.00202007633226006 -0.00126624789104848 0.000730688289448407
"51" 0.00202007633226006 -0.00125315496585601 0.000720515127191069
