"fitted.vals.predict.eta.inter.only" "fitted.vals.predict.eta.linear" "fitted.vals.predict.eta.quad"
"1" 13.4112490098804 16.4941770910779 21.8712847404276
"2" 13.4112490098804 16.4839006641406 21.8149956351766
"3" 13.4112490098804 16.4736242372032 21.7588601615727
"4" 13.4112490098804 16.4633478102659 21.7028783196159
"5" 13.4112490098804 16.4530713833286 21.6470501093062
"6" 13.4112490098804 16.4427949563913 21.5913755306436
"7" 13.4112490098804 16.4325185294539 21.5358545836282
"8" 13.4112490098804 16.4222421025166 21.4804872682599
"9" 13.4112490098804 16.4119656755793 21.4252735845387
"10" 13.4112490098804 16.401689248642 21.3702135324647
"11" 13.4112490098804 16.3914128217046 21.3153071120378
"12" 13.4112490098804 16.3811363947673 21.260554323258
"13" 13.4112490098804 16.37085996783 21.2059551661253
"14" 13.4112490098804 16.3605835408927 21.1515096406397
"15" 13.4112490098804 16.3503071139553 21.0972177468013
"16" 13.4112490098804 16.340030687018 21.04307948461
"17" 13.4112490098804 16.3297542600807 20.9890948540658
"18" 13.4112490098804 16.3194778331434 20.9352638551687
"19" 13.4112490098804 16.309201406206 20.8815864879188
"20" 13.4112490098804 16.2989249792687 20.828062752316
"21" 13.4112490098804 16.2886485523314 20.7746926483603
"22" 13.4112490098804 16.2783721253941 20.7214761760518
"23" 13.4112490098804 16.2680956984567 20.6684133353903
"24" 13.4112490098804 16.2578192715194 20.615504126376
"25" 13.4112490098804 16.2475428445821 20.5627485490088
"26" 13.4112490098804 16.2372664176448 20.5101466032888
"27" 13.4112490098804 16.2269899907074 20.4576982892158
"28" 13.4112490098804 16.2167135637701 20.40540360679
"29" 13.4112490098804 16.2064371368328 20.3532625560113
"30" 13.4112490098804 16.1961607098955 20.3012751368797
"31" 13.4112490098804 16.1858842829581 20.2494413493953
"32" 13.4112490098804 16.1756078560208 20.197761193558
"33" 13.4112490098804 16.1653314290835 20.1462346693678
"34" 13.4112490098804 16.1550550021462 20.0948617768247
"35" 13.4112490098804 16.1447785752088 20.0436425159288
"36" 13.4112490098804 16.1345021482715 19.99257688668
"37" 13.4112490098804 16.1242257213342 19.9416648890783
"38" 13.4112490098804 16.1139492943969 19.8909065231237
"39" 13.4112490098804 16.1036728674595 19.8403017888162
"40" 13.4112490098804 16.0933964405222 19.7898506861559
"41" 13.4112490098804 16.0831200135849 19.7395532151427
"42" 13.4112490098804 16.0728435866476 19.6894093757766
"43" 13.4112490098804 16.0625671597102 19.6394191680577
"44" 13.4112490098804 16.0522907327729 19.5895825919859
"45" 13.4112490098804 16.0420143058356 19.5398996475612
"46" 13.4112490098804 16.0317378788983 19.4903703347836
"47" 13.4112490098804 16.0214614519609 19.4409946536531
"48" 13.4112490098804 16.0111850250236 19.3917726041698
"49" 13.4112490098804 16.0009085980863 19.3427041863336
"50" 13.4112490098804 15.990632171149 19.2937894001445
"51" 13.4112490098804 15.9803557442116 19.2450282456026
"52" 13.4112490098804 15.9700793172743 19.1964207227077
"53" 13.4112490098804 15.959802890337 19.14796683146
"54" 13.4112490098804 15.9495264633997 19.0996665718594
"55" 13.4112490098804 15.9392500364623 19.051519943906
"56" 13.4112490098804 15.928973609525 19.0035269475996
"57" 13.4112490098804 15.9186971825877 18.9556875829404
"58" 13.4112490098804 15.9084207556504 18.9080018499283
"59" 13.4112490098804 15.898144328713 18.8604697485634
"60" 13.4112490098804 15.8878679017757 18.8130912788455
"61" 13.4112490098804 15.8775914748384 18.7658664407748
"62" 13.4112490098804 15.8673150479011 18.7187952343512
"63" 13.4112490098804 15.8570386209637 18.6718776595748
"64" 13.4112490098804 15.8467621940264 18.6251137164454
"65" 13.4112490098804 15.8364857670891 18.5785034049632
"66" 13.4112490098804 15.8262093401518 18.5320467251281
"67" 13.4112490098804 15.8159329132144 18.4857436769401
"68" 13.4112490098804 15.8056564862771 18.4395942603993
"69" 13.4112490098804 15.7953800593398 18.3935984755056
"70" 13.4112490098804 15.7851036324025 18.347756322259
"71" 13.4112490098804 15.7748272054651 18.3020678006595
"72" 13.4112490098804 15.7645507785278 18.2565329107072
"73" 13.4112490098804 15.7542743515905 18.2111516524019
"74" 13.4112490098804 15.7439979246532 18.1659240257439
"75" 13.4112490098804 15.7337214977158 18.1208500307329
"76" 13.4112490098804 15.7234450707785 18.075929667369
"77" 13.4112490098804 15.7131686438412 18.0311629356523
"78" 13.4112490098804 15.7028922169039 17.9865498355827
"79" 13.4112490098804 15.6926157899665 17.9420903671602
"80" 13.4112490098804 15.6823393630292 17.8977845303849
"81" 13.4112490098804 15.6720629360919 17.8536323252566
"82" 13.4112490098804 15.6617865091546 17.8096337517755
"83" 13.4112490098804 15.6515100822172 17.7657888099416
"84" 13.4112490098804 15.6412336552799 17.7220974997547
"85" 13.4112490098804 15.6309572283426 17.678559821215
"86" 13.4112490098804 15.6206808014053 17.6351757743224
"87" 13.4112490098804 15.6104043744679 17.5919453590769
"88" 13.4112490098804 15.6001279475306 17.5488685754785
"89" 13.4112490098804 15.5898515205933 17.5059454235273
"90" 13.4112490098804 15.579575093656 17.4631759032232
"91" 13.4112490098804 15.5692986667186 17.4205600145662
"92" 13.4112490098804 15.5590222397813 17.3780977575563
"93" 13.4112490098804 15.548745812844 17.3357891321936
"94" 13.4112490098804 15.5384693859067 17.293634138478
"95" 13.4112490098804 15.5281929589693 17.2516327764095
"96" 13.4112490098804 15.517916532032 17.2097850459881
"97" 13.4112490098804 15.5076401050947 17.1680909472139
"98" 13.4112490098804 15.4973636781574 17.1265504800868
"99" 13.4112490098804 15.48708725122 17.0851636446068
"100" 13.4112490098804 15.4768108242827 17.0439304407739
"101" 13.4112490098804 15.4665343973454 17.0028508685882
"102" 13.4112490098804 15.4562579704081 16.9619249280496
"103" 13.4112490098804 15.4459815434707 16.9211526191581
"104" 13.4112490098804 15.4357051165334 16.8805339419137
"105" 13.4112490098804 15.4254286895961 16.8400688963164
"106" 13.4112490098804 15.4151522626588 16.7997574823663
"107" 13.4112490098804 15.4048758357214 16.7595997000633
"108" 13.4112490098804 15.3945994087841 16.7195955494075
"109" 13.4112490098804 15.3843229818468 16.6797450303987
"110" 13.4112490098804 15.3740465549095 16.6400481430371
"111" 13.4112490098804 15.3637701279721 16.6005048873226
"112" 13.4112490098804 15.3534937010348 16.5611152632552
"113" 13.4112490098804 15.3432172740975 16.521879270835
"114" 13.4112490098804 15.3329408471602 16.4827969100618
"115" 13.4112490098804 15.3226644202228 16.4438681809358
"116" 13.4112490098804 15.3123879932855 16.405093083457
"117" 13.4112490098804 15.3021115663482 16.3664716176252
"118" 13.4112490098804 15.2918351394109 16.3280037834406
"119" 13.4112490098804 15.2815587124736 16.2896895809031
"120" 13.4112490098804 15.2712822855362 16.2515290100127
"121" 13.4112490098804 15.2610058585989 16.2135220707694
"122" 13.4112490098804 15.2507294316616 16.1756687631733
"123" 13.4112490098804 15.2404530047243 16.1379690872243
"124" 13.4112490098804 15.2301765777869 16.1004230429224
"125" 13.4112490098804 15.2199001508496 16.0630306302676
"126" 13.4112490098804 15.2096237239123 16.02579184926
"127" 13.4112490098804 15.199347296975 15.9887066998995
"128" 13.4112490098804 15.1890708700376 15.9517751821861
"129" 13.4112490098804 15.1787944431003 15.9149972961198
"130" 13.4112490098804 15.168518016163 15.8783730417007
"131" 13.4112490098804 15.1582415892257 15.8419024189287
"132" 13.4112490098804 15.1479651622883 15.8055854278038
"133" 13.4112490098804 15.137688735351 15.769422068326
"134" 13.4112490098804 15.1274123084137 15.7334123404954
"135" 13.4112490098804 15.1171358814764 15.6975562443119
"136" 13.4112490098804 15.106859454539 15.6618537797755
"137" 13.4112490098804 15.0965830276017 15.6263049468862
"138" 13.4112490098804 15.0863066006644 15.5909097456441
"139" 13.4112490098804 15.0760301737271 15.555668176049
"140" 13.4112490098804 15.0657537467897 15.5205802381011
"141" 13.4112490098804 15.0554773198524 15.4856459318004
"142" 13.4112490098804 15.0452008929151 15.4508652571467
"143" 13.4112490098804 15.0349244659778 15.4162382141402
"144" 13.4112490098804 15.0246480390404 15.3817648027808
"145" 13.4112490098804 15.0143716121031 15.3474450230685
"146" 13.4112490098804 15.0040951851658 15.3132788750034
"147" 13.4112490098804 14.9938187582285 15.2792663585854
"148" 13.4112490098804 14.9835423312911 15.2454074738145
"149" 13.4112490098804 14.9732659043538 15.2117022206907
"150" 13.4112490098804 14.9629894774165 15.178150599214
"151" 13.4112490098804 14.9527130504792 15.1447526093845
"152" 13.4112490098804 14.9424366235418 15.1115082512021
"153" 13.4112490098804 14.9321601966045 15.0784175246668
"154" 13.4112490098804 14.9218837696672 15.0454804297787
"155" 13.4112490098804 14.9116073427299 15.0126969665376
"156" 13.4112490098804 14.9013309157925 14.9800671349437
"157" 13.4112490098804 14.8910544888552 14.9475909349969
"158" 13.4112490098804 14.8807780619179 14.9152683666973
"159" 13.4112490098804 14.8705016349806 14.8830994300447
"160" 13.4112490098804 14.8602252080432 14.8510841250393
"161" 13.4112490098804 14.8499487811059 14.819222451681
"162" 13.4112490098804 14.8396723541686 14.7875144099699
"163" 13.4112490098804 14.8293959272313 14.7559599999058
"164" 13.4112490098804 14.8191195002939 14.7245592214889
"165" 13.4112490098804 14.8088430733566 14.6933120747191
"166" 13.4112490098804 14.7985666464193 14.6622185595965
"167" 13.4112490098804 14.788290219482 14.6312786761209
"168" 13.4112490098804 14.7780137925446 14.6004924242925
"169" 13.4112490098804 14.7677373656073 14.5698598041112
"170" 13.4112490098804 14.75746093867 14.5393808155771
"171" 13.4112490098804 14.7471845117327 14.50905545869
"172" 13.4112490098804 14.7369080847953 14.4788837334501
"173" 13.4112490098804 14.726631657858 14.4488656398573
"174" 13.4112490098804 14.7163552309207 14.4190011779116
"175" 13.4112490098804 14.7060788039834 14.3892903476131
"176" 13.4112490098804 14.695802377046 14.3597331489617
"177" 13.4112490098804 14.6855259501087 14.3303295819574
"178" 13.4112490098804 14.6752495231714 14.3010796466002
"179" 13.4112490098804 14.6649730962341 14.2719833428902
