"fitted.vals.predict.dm.inter.only" "fitted.vals.predict.dm.linear" "fitted.vals.predict.dm.quad"
"1" 0.0147640948495714 0.0143570717983338 0.0132485483934152
"2" 0.0147640948495714 0.0143584285418379 0.0132593909300557
"3" 0.0147640948495714 0.014359785285342 0.0132702017945989
"4" 0.0147640948495714 0.0143611420288461 0.0132809809870449
"5" 0.0147640948495714 0.0143624987723503 0.0132917285073935
"6" 0.0147640948495714 0.0143638555158544 0.0133024443556449
"7" 0.0147640948495714 0.0143652122593585 0.013313128531799
"8" 0.0147640948495714 0.0143665690028626 0.0133237810358558
"9" 0.0147640948495714 0.0143679257463668 0.0133344018678153
"10" 0.0147640948495714 0.0143692824898709 0.0133449910276775
"11" 0.0147640948495714 0.014370639233375 0.0133555485154425
"12" 0.0147640948495714 0.0143719959768791 0.0133660743311101
"13" 0.0147640948495714 0.0143733527203833 0.0133765684746805
"14" 0.0147640948495714 0.0143747094638874 0.0133870309461536
"15" 0.0147640948495714 0.0143760662073915 0.0133974617455294
"16" 0.0147640948495714 0.0143774229508956 0.013407860872808
"17" 0.0147640948495714 0.0143787796943998 0.0134182283279892
"18" 0.0147640948495714 0.0143801364379039 0.0134285641110732
"19" 0.0147640948495714 0.014381493181408 0.0134388682220599
"20" 0.0147640948495714 0.0143828499249121 0.0134491406609493
"21" 0.0147640948495714 0.0143842066684163 0.0134593814277414
"22" 0.0147640948495714 0.0143855634119204 0.0134695905224362
"23" 0.0147640948495714 0.0143869201554245 0.0134797679450338
"24" 0.0147640948495714 0.0143882768989286 0.013489913695534
"25" 0.0147640948495714 0.0143896336424328 0.013500027773937
"26" 0.0147640948495714 0.0143909903859369 0.0135101101802427
"27" 0.0147640948495714 0.014392347129441 0.0135201609144511
"28" 0.0147640948495714 0.0143937038729451 0.0135301799765622
"29" 0.0147640948495714 0.0143950606164493 0.0135401673665761
"30" 0.0147640948495714 0.0143964173599534 0.0135501230844927
"31" 0.0147640948495714 0.0143977741034575 0.0135600471303119
"32" 0.0147640948495714 0.0143991308469616 0.0135699395040339
"33" 0.0147640948495714 0.0144004875904658 0.0135798002056587
"34" 0.0147640948495714 0.0144018443339699 0.0135896292351861
"35" 0.0147640948495714 0.014403201077474 0.0135994265926162
"36" 0.0147640948495714 0.0144045578209782 0.0136091922779491
"37" 0.0147640948495714 0.0144059145644823 0.0136189262911847
"38" 0.0147640948495714 0.0144072713079864 0.013628628632323
"39" 0.0147640948495714 0.0144086280514905 0.013638299301364
"40" 0.0147640948495714 0.0144099847949947 0.0136479382983077
"41" 0.0147640948495714 0.0144113415384988 0.0136575456231542
"42" 0.0147640948495714 0.0144126982820029 0.0136671212759033
"43" 0.0147640948495714 0.014414055025507 0.0136766652565552
"44" 0.0147640948495714 0.0144154117690112 0.0136861775651098
"45" 0.0147640948495714 0.0144167685125153 0.0136956582015671
"46" 0.0147640948495714 0.0144181252560194 0.0137051071659272
"47" 0.0147640948495714 0.0144194819995235 0.0137145244581899
"48" 0.0147640948495714 0.0144208387430277 0.0137239100783554
"49" 0.0147640948495714 0.0144221954865318 0.0137332640264235
"50" 0.0147640948495714 0.0144235522300359 0.0137425863023944
"51" 0.0147640948495714 0.01442490897354 0.0137518769062681
"52" 0.0147640948495714 0.0144262657170442 0.0137611358380444
"53" 0.0147640948495714 0.0144276224605483 0.0137703630977234
"54" 0.0147640948495714 0.0144289792040524 0.0137795586853052
"55" 0.0147640948495714 0.0144303359475565 0.0137887226007897
"56" 0.0147640948495714 0.0144316926910607 0.0137978548441769
"57" 0.0147640948495714 0.0144330494345648 0.0138069554154668
"58" 0.0147640948495714 0.0144344061780689 0.0138160243146594
"59" 0.0147640948495714 0.014435762921573 0.0138250615417548
"60" 0.0147640948495714 0.0144371196650772 0.0138340670967528
"61" 0.0147640948495714 0.0144384764085813 0.0138430409796536
"62" 0.0147640948495714 0.0144398331520854 0.0138519831904571
"63" 0.0147640948495714 0.0144411898955895 0.0138608937291633
"64" 0.0147640948495714 0.0144425466390937 0.0138697725957722
"65" 0.0147640948495714 0.0144439033825978 0.0138786197902839
"66" 0.0147640948495714 0.0144452601261019 0.0138874353126983
"67" 0.0147640948495714 0.014446616869606 0.0138962191630153
"68" 0.0147640948495714 0.0144479736131102 0.0139049713412351
"69" 0.0147640948495714 0.0144493303566143 0.0139136918473576
"70" 0.0147640948495714 0.0144506871001184 0.0139223806813829
"71" 0.0147640948495714 0.0144520438436225 0.0139310378433108
"72" 0.0147640948495714 0.0144534005871267 0.0139396633331415
"73" 0.0147640948495714 0.0144547573306308 0.0139482571508749
"74" 0.0147640948495714 0.0144561140741349 0.013956819296511
"75" 0.0147640948495714 0.014457470817639 0.0139653497700498
"76" 0.0147640948495714 0.0144588275611432 0.0139738485714913
"77" 0.0147640948495714 0.0144601843046473 0.0139823157008355
"78" 0.0147640948495714 0.0144615410481514 0.0139907511580825
"79" 0.0147640948495714 0.0144628977916555 0.0139991549432322
"80" 0.0147640948495714 0.0144642545351597 0.0140075270562846
"81" 0.0147640948495714 0.0144656112786638 0.0140158674972397
"82" 0.0147640948495714 0.0144669680221679 0.0140241762660975
"83" 0.0147640948495714 0.014468324765672 0.0140324533628581
"84" 0.0147640948495714 0.0144696815091762 0.0140406987875213
"85" 0.0147640948495714 0.0144710382526803 0.0140489125400873
"86" 0.0147640948495714 0.0144723949961844 0.014057094620556
"87" 0.0147640948495714 0.0144737517396885 0.0140652450289274
"88" 0.0147640948495714 0.0144751084831927 0.0140733637652015
"89" 0.0147640948495714 0.0144764652266968 0.0140814508293784
"90" 0.0147640948495714 0.0144778219702009 0.014089506221458
"91" 0.0147640948495714 0.014479178713705 0.0140975299414402
"92" 0.0147640948495714 0.0144805354572092 0.0141055219893252
"93" 0.0147640948495714 0.0144818922007133 0.0141134823651129
"94" 0.0147640948495714 0.0144832489442174 0.0141214110688034
"95" 0.0147640948495714 0.0144846056877215 0.0141293081003965
"96" 0.0147640948495714 0.0144859624312257 0.0141371734598924
"97" 0.0147640948495714 0.0144873191747298 0.014145007147291
"98" 0.0147640948495714 0.0144886759182339 0.0141528091625922
"99" 0.0147640948495714 0.014490032661738 0.0141605795057963
"100" 0.0147640948495714 0.0144913894052422 0.014168318176903
"101" 0.0147640948495714 0.0144927461487463 0.0141760251759124
"102" 0.0147640948495714 0.0144941028922504 0.0141837005028246
"103" 0.0147640948495714 0.0144954596357545 0.0141913441576395
"104" 0.0147640948495714 0.0144968163792587 0.0141989561403571
"105" 0.0147640948495714 0.0144981731227628 0.0142065364509774
"106" 0.0147640948495714 0.0144995298662669 0.0142140850895004
"107" 0.0147640948495714 0.014500886609771 0.0142216020559261
"108" 0.0147640948495714 0.0145022433532752 0.0142290873502546
"109" 0.0147640948495714 0.0145036000967793 0.0142365409724858
"110" 0.0147640948495714 0.0145049568402834 0.0142439629226197
"111" 0.0147640948495714 0.0145063135837876 0.0142513532006563
"112" 0.0147640948495714 0.0145076703272917 0.0142587118065956
"113" 0.0147640948495714 0.0145090270707958 0.0142660387404377
"114" 0.0147640948495714 0.0145103838142999 0.0142733340021824
"115" 0.0147640948495714 0.0145117405578041 0.0142805975918299
"116" 0.0147640948495714 0.0145130973013082 0.0142878295093801
"117" 0.0147640948495714 0.0145144540448123 0.014295029754833
"118" 0.0147640948495714 0.0145158107883164 0.0143021983281886
"119" 0.0147640948495714 0.0145171675318206 0.014309335229447
"120" 0.0147640948495714 0.0145185242753247 0.014316440458608
"121" 0.0147640948495714 0.0145198810188288 0.0143235140156718
"122" 0.0147640948495714 0.0145212377623329 0.0143305559006383
"123" 0.0147640948495714 0.0145225945058371 0.0143375661135075
"124" 0.0147640948495714 0.0145239512493412 0.0143445446542794
"125" 0.0147640948495714 0.0145253079928453 0.0143514915229541
"126" 0.0147640948495714 0.0145266647363494 0.0143584067195314
"127" 0.0147640948495714 0.0145280214798536 0.0143652902440115
"128" 0.0147640948495714 0.0145293782233577 0.0143721420963943
"129" 0.0147640948495714 0.0145307349668618 0.0143789622766798
"130" 0.0147640948495714 0.0145320917103659 0.014385750784868
"131" 0.0147640948495714 0.0145334484538701 0.014392507620959
"132" 0.0147640948495714 0.0145348051973742 0.0143992327849526
"133" 0.0147640948495714 0.0145361619408783 0.014405926276849
"134" 0.0147640948495714 0.0145375186843824 0.0144125880966481
"135" 0.0147640948495714 0.0145388754278866 0.0144192182443499
"136" 0.0147640948495714 0.0145402321713907 0.0144258167199545
"137" 0.0147640948495714 0.0145415889148948 0.0144323835234617
"138" 0.0147640948495714 0.0145429456583989 0.0144389186548717
"139" 0.0147640948495714 0.0145443024019031 0.0144454221141843
"140" 0.0147640948495714 0.0145456591454072 0.0144518939013997
"141" 0.0147640948495714 0.0145470158889113 0.0144583340165178
"142" 0.0147640948495714 0.0145483726324154 0.0144647424595387
"143" 0.0147640948495714 0.0145497293759196 0.0144711192304622
"144" 0.0147640948495714 0.0145510861194237 0.0144774643292885
