"fitted.vals.predict.rn.inter.only" "fitted.vals.predict.rn.linear" "fitted.vals.predict.rn.quad"
"1" 0.0368097867432276 0.0247385299117506 0.00494650306778313
"2" 0.0368097867432276 0.0247787674345222 0.00515610379169095
"3" 0.0368097867432276 0.0248190049572938 0.00536513902911752
"4" 0.0368097867432276 0.0248592424800654 0.00557360878006284
"5" 0.0368097867432276 0.024899480002837 0.0057815130445269
"6" 0.0368097867432276 0.0249397175256086 0.0059888518225097
"7" 0.0368097867432276 0.0249799550483802 0.00619562511401124
"8" 0.0368097867432276 0.0250201925711518 0.00640183291903153
"9" 0.0368097867432276 0.0250604300939233 0.00660747523757056
"10" 0.0368097867432276 0.0251006676166949 0.00681255206962834
"11" 0.0368097867432276 0.0251409051394665 0.00701706341520486
"12" 0.0368097867432276 0.0251811426622381 0.00722100927430013
"13" 0.0368097867432276 0.0252213801850097 0.00742438964691413
"14" 0.0368097867432276 0.0252616177077813 0.00762720453304689
"15" 0.0368097867432276 0.0253018552305529 0.00782945393269838
"16" 0.0368097867432276 0.0253420927533245 0.00803113784586862
"17" 0.0368097867432276 0.0253823302760961 0.00823225627255761
"18" 0.0368097867432276 0.0254225677988677 0.00843280921276533
"19" 0.0368097867432276 0.0254628053216392 0.0086327966664918
"20" 0.0368097867432276 0.0255030428444108 0.00883221863373702
"21" 0.0368097867432276 0.0255432803671824 0.00903107511450098
"22" 0.0368097867432276 0.025583517889954 0.00922936610878368
"23" 0.0368097867432276 0.0256237554127256 0.00942709161658512
"24" 0.0368097867432276 0.0256639929354972 0.00962425163790531
"25" 0.0368097867432276 0.0257042304582688 0.00982084617274425
"26" 0.0368097867432276 0.0257444679810404 0.0100168752211019
"27" 0.0368097867432276 0.025784705503812 0.0102123387829783
"28" 0.0368097867432276 0.0258249430265836 0.0104072368583735
"29" 0.0368097867432276 0.0258651805493551 0.0106015694472874
"30" 0.0368097867432276 0.0259054180721267 0.0107953365497201
"31" 0.0368097867432276 0.0259456555948983 0.0109885381656715
"32" 0.0368097867432276 0.0259858931176699 0.0111811742951416
"33" 0.0368097867432276 0.0260261306404415 0.0113732449381305
"34" 0.0368097867432276 0.0260663681632131 0.0115647500946381
"35" 0.0368097867432276 0.0261066056859847 0.0117556897646645
"36" 0.0368097867432276 0.0261468432087563 0.0119460639482096
"37" 0.0368097867432276 0.0261870807315279 0.0121358726452735
"38" 0.0368097867432276 0.0262273182542995 0.0123251158558561
"39" 0.0368097867432276 0.026267555777071 0.0125137935799574
"40" 0.0368097867432276 0.0263077932998426 0.0127019058175775
"41" 0.0368097867432276 0.0263480308226142 0.0128894525687163
"42" 0.0368097867432276 0.0263882683453858 0.0130764338333739
"43" 0.0368097867432276 0.0264285058681574 0.0132628496115502
"44" 0.0368097867432276 0.026468743390929 0.0134486999032453
"45" 0.0368097867432276 0.0265089809137006 0.0136339847084591
"46" 0.0368097867432276 0.0265492184364722 0.0138187040271917
"47" 0.0368097867432276 0.0265894559592438 0.014002857859443
"48" 0.0368097867432276 0.0266296934820154 0.014186446205213
"49" 0.0368097867432276 0.0266699310047869 0.0143694690645018
"50" 0.0368097867432276 0.0267101685275585 0.0145519264373093
"51" 0.0368097867432276 0.0267504060503301 0.0147338183236356
"52" 0.0368097867432276 0.0267906435731017 0.0149151447234806
"53" 0.0368097867432276 0.0268308810958733 0.0150959056368444
"54" 0.0368097867432276 0.0268711186186449 0.0152761010637269
"55" 0.0368097867432276 0.0269113561414165 0.0154557310041281
"56" 0.0368097867432276 0.0269515936641881 0.0156347954580481
"57" 0.0368097867432276 0.0269918311869597 0.0158132944254868
"58" 0.0368097867432276 0.0270320687097312 0.0159912279064443
"59" 0.0368097867432276 0.0270723062325028 0.0161685959009205
"60" 0.0368097867432276 0.0271125437552744 0.0163453984089155
"61" 0.0368097867432276 0.027152781278046 0.0165216354304292
"62" 0.0368097867432276 0.0271930188008176 0.0166973069654617
"63" 0.0368097867432276 0.0272332563235892 0.0168724130140129
"64" 0.0368097867432276 0.0272734938463608 0.0170469535760828
"65" 0.0368097867432276 0.0273137313691324 0.0172209286516715
"66" 0.0368097867432276 0.027353968891904 0.0173943382407789
"67" 0.0368097867432276 0.0273942064146756 0.0175671823434051
"68" 0.0368097867432276 0.0274344439374471 0.01773946095955
"69" 0.0368097867432276 0.0274746814602187 0.0179111740892137
"70" 0.0368097867432276 0.0275149189829903 0.0180823217323961
"71" 0.0368097867432276 0.0275551565057619 0.0182529038890972
"72" 0.0368097867432276 0.0275953940285335 0.0184229205593171
"73" 0.0368097867432276 0.0276356315513051 0.0185923717430557
"74" 0.0368097867432276 0.0276758690740767 0.0187612574403131
"75" 0.0368097867432276 0.0277161065968483 0.0189295776510892
"76" 0.0368097867432276 0.0277563441196199 0.0190973323753841
"77" 0.0368097867432276 0.0277965816423915 0.0192645216131977
"78" 0.0368097867432276 0.027836819165163 0.0194311453645301
"79" 0.0368097867432276 0.0278770566879346 0.0195972036293812
"80" 0.0368097867432276 0.0279172942107062 0.019762696407751
"81" 0.0368097867432276 0.0279575317334778 0.0199276236996396
"82" 0.0368097867432276 0.0279977692562494 0.0200919855050469
"83" 0.0368097867432276 0.028038006779021 0.020255781823973
"84" 0.0368097867432276 0.0280782443017926 0.0204190126564178
"85" 0.0368097867432276 0.0281184818245642 0.0205816780023814
"86" 0.0368097867432276 0.0281587193473358 0.0207437778618637
"87" 0.0368097867432276 0.0281989568701074 0.0209053122348647
"88" 0.0368097867432276 0.0282391943928789 0.0210662811213845
"89" 0.0368097867432276 0.0282794319156505 0.0212266845214231
"90" 0.0368097867432276 0.0283196694384221 0.0213865224349803
"91" 0.0368097867432276 0.0283599069611937 0.0215457948620564
"92" 0.0368097867432276 0.0284001444839653 0.0217045018026511
"93" 0.0368097867432276 0.0284403820067369 0.0218626432567646
"94" 0.0368097867432276 0.0284806195295085 0.0220202192243969
"95" 0.0368097867432276 0.0285208570522801 0.0221772297055479
"96" 0.0368097867432276 0.0285610945750517 0.0223336747002176
"97" 0.0368097867432276 0.0286013320978233 0.0224895542084061
"98" 0.0368097867432276 0.0286415696205948 0.0226448682301134
"99" 0.0368097867432276 0.0286818071433664 0.0227996167653393
"100" 0.0368097867432276 0.028722044666138 0.022953799814084
"101" 0.0368097867432276 0.0287622821889096 0.0231074173763475
"102" 0.0368097867432276 0.0288025197116812 0.0232604694521297
"103" 0.0368097867432276 0.0288427572344528 0.0234129560414307
"104" 0.0368097867432276 0.0288829947572244 0.0235648771442504
"105" 0.0368097867432276 0.028923232279996 0.0237162327605888
"106" 0.0368097867432276 0.0289634698027676 0.023867022890446
"107" 0.0368097867432276 0.0290037073255392 0.0240172475338219
"108" 0.0368097867432276 0.0290439448483107 0.0241669066907166
"109" 0.0368097867432276 0.0290841823710823 0.02431600036113
"110" 0.0368097867432276 0.0291244198938539 0.0244645285450621
"111" 0.0368097867432276 0.0291646574166255 0.024612491242513
"112" 0.0368097867432276 0.0292048949393971 0.0247598884534827
"113" 0.0368097867432276 0.0292451324621687 0.0249067201779711
"114" 0.0368097867432276 0.0292853699849403 0.0250529864159782
"115" 0.0368097867432276 0.0293256075077119 0.0251986871675041
"116" 0.0368097867432276 0.0293658450304835 0.0253438224325487
"117" 0.0368097867432276 0.0294060825532551 0.025488392211112
"118" 0.0368097867432276 0.0294463200760266 0.0256323965031941
"119" 0.0368097867432276 0.0294865575987982 0.025775835308795
"120" 0.0368097867432276 0.0295267951215698 0.0259187086279146
"121" 0.0368097867432276 0.0295670326443414 0.0260610164605529
"122" 0.0368097867432276 0.029607270167113 0.02620275880671
"123" 0.0368097867432276 0.0296475076898846 0.0263439356663858
"124" 0.0368097867432276 0.0296877452126562 0.0264845470395804
"125" 0.0368097867432276 0.0297279827354278 0.0266245929262937
"126" 0.0368097867432276 0.0297682202581994 0.0267640733265258
"127" 0.0368097867432276 0.029808457780971 0.0269029882402766
"128" 0.0368097867432276 0.0298486953037425 0.0270413376675461
"129" 0.0368097867432276 0.0298889328265141 0.0271791216083344
"130" 0.0368097867432276 0.0299291703492857 0.0273163400626414
"131" 0.0368097867432276 0.0299694078720573 0.0274529930304672
"132" 0.0368097867432276 0.0300096453948289 0.0275890805118117
"133" 0.0368097867432276 0.0300498829176005 0.027724602506675
"134" 0.0368097867432276 0.0300901204403721 0.027859559015057
"135" 0.0368097867432276 0.0301303579631437 0.0279939500369577
"136" 0.0368097867432276 0.0301705954859153 0.0281277755723772
"137" 0.0368097867432276 0.0302108330086868 0.0282610356213155
"138" 0.0368097867432276 0.0302510705314584 0.0283937301837724
"139" 0.0368097867432276 0.03029130805423 0.0285258592597482
"140" 0.0368097867432276 0.0303315455770016 0.0286574228492426
"141" 0.0368097867432276 0.0303717830997732 0.0287884209522559
"142" 0.0368097867432276 0.0304120206225448 0.0289188535687878
"143" 0.0368097867432276 0.0304522581453164 0.0290487206988385
