"fitted.vals.predict.dn.quad" "fitted.vals.predict.gamma.quad" "fitted.vals.predict.rn.quad" "fitted.vals.predict.eta.quad" "" "fitted.vals.predict.alpha.quad" "" "" "fitted.vals.predict.p.mit.quad"
"1" 0.00131157400583987 -0.143150730067027 0.0462231946018649 17.2591290194869 0.0252124884211912 0.165303982857904 1.90312750770768 0.0819460031277779 -0.33361894925078
"2" 0.00129699358249832 -0.141403809096041 0.0464452113377538 17.1923192599492 0.0252124884211912 0.164740449905796 1.90312750770768 0.0819460031277779 -0.325251877599523
"3" 0.00128251089673362 -0.139662102965747 0.0466663445698925 17.1257509399837 0.0252124884211912 0.164178840748523 1.90312750770768 0.0819460031277779 -0.316913655030188
"4" 0.00126812594854576 -0.137925611676145 0.0468865942982812 17.0594240595903 0.0252124884211912 0.163619155386085 1.90312750770768 0.0819460031277779 -0.308604281542774
"5" 0.00125383873793473 -0.136194335227235 0.0471059605229197 16.993338618769 0.0252124884211912 0.163061393818481 1.90312750770768 0.0819460031277779 -0.300323757137282
"6" 0.00123964926490055 -0.134468273619018 0.0473244432438081 16.9274946175198 0.0252124884211912 0.162505556045713 1.90312750770768 0.0819460031277779 -0.292072081813711
"7" 0.0012255575294432 -0.132747426851492 0.0475420424609464 16.8618920558427 0.0252124884211912 0.16195164206778 1.90312750770768 0.0819460031277779 -0.283849255572062
"8" 0.0012115635315627 -0.131031794924658 0.0477587581743345 16.7965309337376 0.0252124884211912 0.161399651884682 1.90312750770768 0.0819460031277779 -0.275655278412334
"9" 0.00119766727125903 -0.129321377838517 0.0479745903839726 16.7314112512047 0.0252124884211912 0.160849585496418 1.90312750770768 0.0819460031277779 -0.267490150334528
"10" 0.0011838687485322 -0.127616175593068 0.0481895390898605 16.6665330082439 0.0252124884211912 0.16030144290299 1.90312750770768 0.0819460031277779 -0.259353871338643
"11" 0.00117016796338222 -0.12591618818831 0.0484036042919983 16.6018962048552 0.0252124884211912 0.159755224104396 1.90312750770768 0.0819460031277779 -0.25124644142468
"12" 0.00115656491580907 -0.124221415624245 0.048616785990386 16.5375008410386 0.0252124884211912 0.159210929100638 1.90312750770768 0.0819460031277779 -0.243167860592638
"13" 0.00114305960581277 -0.122531857900872 0.0488290841850236 16.4733469167941 0.0252124884211912 0.158668557891714 1.90312750770768 0.0819460031277779 -0.235118128842517
"14" 0.0011296520333933 -0.120847515018191 0.049040498875911 16.4094344321217 0.0252124884211912 0.158128110477626 1.90312750770768 0.0819460031277779 -0.227097246174318
"15" 0.00111634219855067 -0.119168386976202 0.0492510300630484 16.3457633870214 0.0252124884211912 0.157589586858372 1.90312750770768 0.0819460031277779 -0.219105212588041
"16" 0.00110313010128489 -0.117494473774905 0.0494606777464356 16.2823337814932 0.0252124884211912 0.157052987033954 1.90312750770768 0.0819460031277779 -0.211142028083685
"17" 0.00109001574159594 -0.1158257754143 0.0496694419260727 16.2191456155371 0.0252124884211912 0.15651831100437 1.90312750770768 0.0819460031277779 -0.203207692661251
"18" 0.00107699911948383 -0.114162291894387 0.0498773226019597 16.1561988891531 0.0252124884211912 0.155985558769621 1.90312750770768 0.0819460031277779 -0.195302206320738
"19" 0.00106408023494856 -0.112504023215166 0.0500843197740965 16.0934936023412 0.0252124884211912 0.155454730329707 1.90312750770768 0.0819460031277779 -0.187425569062146
"20" 0.00105125908799014 -0.110850969376638 0.0502904334424833 16.0310297551014 0.0252124884211912 0.154925825684629 1.90312750770768 0.0819460031277779 -0.179577780885476
"21" 0.00103853567860855 -0.109203130378801 0.0504956636071199 15.9688073474338 0.0252124884211912 0.154398844834385 1.90312750770768 0.0819460031277779 -0.171758841790727
"22" 0.0010259100068038 -0.107560506221656 0.0507000102680064 15.9068263793382 0.0252124884211912 0.153873787778976 1.90312750770768 0.0819460031277779 -0.1639687517779
"23" 0.00101338207257589 -0.105923096905204 0.0509034734251428 15.8450868508147 0.0252124884211912 0.153350654518402 1.90312750770768 0.0819460031277779 -0.156207510846995
"24" 0.00100095187592482 -0.104290902429443 0.0511060530785291 15.7835887618633 0.0252124884211912 0.152829445052663 1.90312750770768 0.0819460031277779 -0.14847511899801
