"V1" "V2" "V3" "V4" "V5"
"1" 8.02960674414099e-05 0.00103950519218488 0.100835512217506 0.0580040453799543 0.371420336424286
"2" 8.09268112380447e-05 0.00252630962240793 0.0719257662566548 0.0556990862059136 0.749579948731285
"3" 8.67496303663327e-05 0.00121066271426258 0.0979675492016309 0.0445551048041904 0.386508244809421
"4" 0.000152171115061932 0.00101052138279329 0.0816361878827102 0.0200475005787962 0.540439993974367
"5" 0.000151129956063549 0.000880060935256407 0.0990384409062512 0.0595825964670299 0.375092595248073
"6" 0.000106658104318024 0.00337196977249178 0.0895375660894653 0.027190767717996 0.412439527698384
"7" 9.29998750958415e-05 0.0016764764743894 0.0838812373226048 0.0545003557937033 0.649195941109693
"8" 0.000162238223527233 0.00165040925895299 0.0851098002229588 0.080853247730156 0.709657939634346
"9" 0.000111022925511489 0.000555761353280495 0.0921186010989853 0.0343437470186521 0.481332382627083
"10" 8.33013925498922e-05 0.00335355215608836 0.117454747935096 0.0895074077351316 0.459896841169766
"11" 7.951382633038e-05 0.00137289882974368 0.089259342797648 0.0146960561948607 0.62080421273621
"12" 9.1149743598232e-05 0.000100803886982854 0.0952640924978956 0.0706414873107595 0.472665228881276
"13" 0.000113030677446843 0.000961422243248331 0.138063839830924 0.0900138773513739 0.247447083535891
"14" 0.000103162363153117 0.000233486413817637 0.0822591690684064 0.0646264711230994 0.672078468134475
"15" 8.04068894405634e-05 0.00314059549989781 0.0839637781122547 0.0804183200509855 0.536729425805925
"16" 0.000153492548900118 0.00242144382058807 0.0998462175751448 0.0675812825503218 0.352112381072819
"17" 6.92688250529313e-05 0.000886616428159434 0.103293055051032 0.0619113013862688 0.401708381494449
"18" 8.11790070192572e-05 0.000985296794051258 0.0783490752894221 0.0178146909651817 0.5609726527637
"19" 0.000101088303537731 0.00118017859965837 0.120983821855415 0.0510854296102356 0.213122757658745
"20" 9.20220962904413e-05 0.000355473261329878 0.0885710650291099 0.0282035129393105 0.421344198090646
"21" 9.73984758267973e-05 0.00249039679849515 0.0917600675779544 0.0238543354269016 0.430314648497669
"22" 0.0001218443108786 0.000542805025028941 0.0851885651034481 0.0295033953455611 0.47639091916019
"23" 0.000132944802125096 0.00256739252232081 0.103617403150775 0.0725768433097869 0.320549772535642
"24" 0.000127996285693583 0.00155365034725872 0.0867006298091781 0.0152378739602207 0.580163248306205
"25" 7.41395448309331e-05 0.000952420961289821 0.119786327322258 0.0787270698387005 0.295107763860606
"26" 0.000126100077001947 0.00155893659510511 0.0887729030423183 0.0120838333098143 0.561851786546067
"27" 0.000109772710803701 0.000960025361402992 0.0765889187661492 0.0151375811590502 0.564180212017901
"28" 0.000110916967204366 0.000874768488443227 0.124324846948712 0.0506247053132291 0.293687059585337
"29" 0.000203270030989406 0.00221319059402471 0.104761537843329 0.0694418434428172 0.340431844362623
"30" 7.49296609774701e-05 0.000878037888990063 0.0983728929652708 0.0605960566455136 0.402716410139653
"31" 8.01914905393452e-05 0.00102345823027366 0.0994913889802751 0.0579029850107922 0.535072638420837
"32" 0.000153805688031388 0.000870403842915443 0.0982065435140375 0.0580373723861124 0.394146502743877
"33" 0.000120997907872509 0.00165937885091461 0.114282901840003 0.0415645526609288 0.353758815455273
"34" 0.000115112659628571 0.00243311091002849 0.106915238810208 0.0803809092150788 0.386190825205627
"35" 0.00012409593339561 9.2182332065336e-05 0.101984957896673 0.0735793881667875 0.481377106892337
"36" 0.000130173053446119 0.00338080981445033 0.115165088987798 0.0879843933969945 0.429600944933603
"37" 0.000252901969459207 0.00240268105155166 0.114822648658734 0.068890525993272 0.336638307348931
"38" 7.99813101754338e-05 0.000354572155931627 0.0900596358286982 0.0291428812362746 0.471473469316207
"39" 0.000116528221906972 0.000483297336773175 0.0687966637642181 0.0653153464005508 0.819111200648094
"40" 0.000147683671851379 0.00117723803765947 0.0818119057969536 0.0148241134048461 0.541930313783344
"41" 0.000166450925916125 0.00328356342213363 0.11994285910198 0.0833363561773366 0.449887477673751
"42" 0.000139619595405287 0.00112716964521222 0.0772594387395655 0.0118780486984402 0.530293666821974
"43" 9.91672698385546e-05 0.00256728677683749 0.0779301148316756 0.0261945219417662 0.503154500711695
"44" 0.000105915377773115 0.000304402456159186 0.0885894142456099 0.0239266295109462 0.426380380665835
"45" 7.92250639272864e-05 0.00121313923812986 0.0812510450738679 0.0135463198053718 0.523822195354605
"46" 0.000148337361460007 0.00154113583940228 0.0862690104010351 0.0115548729845515 0.586601209517575
"47" 7.20771862809639e-05 0.00150398492255675 0.0924175411338165 0.0158035428551669 0.597448755085913
"48" 0.000105665789251326 0.00225481928189923 0.101643477990047 0.0802865819648234 0.547434469921376
"49" 0.000143456891231913 0.000908827156187943 0.134461422848701 0.0620674456795521 0.307342008564133
"50" 9.29876086942003e-05 0.000964498352023609 0.0825008445025502 0.0124947035831225 0.554053625558365
"51" 9.97274028316037e-05 0.00158540806123173 0.0877197612121954 0.0134886112702498 0.583517934494743
"52" 7.83270863027565e-05 0.00266191448699915 0.075857097892815 0.025621932836365 0.496874839957465
"53" 0.000157406181627049 0.000869119268492308 0.100777612939075 0.0587220816187615 0.384040970849473
"54" 0.000166765608330489 0.00340453482964237 0.107343461809739 0.0549712376862622 0.440678974608787
"55" 7.24159112439613e-05 0.00111129259470603 0.0935701071772728 0.047914808620652 0.436395871452332
"56" 9.33843646426275e-05 6.97458901430772e-05 0.0762653359295736 0.0410133295915421 0.327829273347105
"57" 0.00013166125446072 0.000672535298214816 0.0981101190607193 0.0613916634360337 0.366109113319035
"58" 0.000161293475249912 0.00244798218801765 0.110010805021535 0.0798936316135159 0.389267014574846
"59" 0.0001157812147403 0.003213122849853 0.115258932655864 0.0873334754410049 0.445102210102325
"60" 0.000156498993468733 0.0023621396590297 0.106831254501869 0.0827029104115716 0.393054590768106
"61" 0.00014051022665857 0.00230510750551369 0.0900448619117474 0.0289899567217832 0.440345842788113
"62" 9.58539127105908e-05 0.000308108081976767 0.0882375384938405 0.03628629299324 0.444709549751054
"63" 8.6067166923189e-05 0.00172874180961203 0.0870896533598193 0.0505437937578609 0.610672445622511
"64" 8.74396121118387e-05 0.00083168821689144 0.122159044769553 0.0828537354822642 0.301136379183603
"65" 7.73649288637152e-05 0.00117302775622062 0.0931949097272255 0.0449681762068936 0.412295265538697
"66" 7.47739288472277e-05 0.0023008100402981 0.109616042668838 0.0292734623039951 0.291241697370766
"67" 9.68774109503377e-05 0.0010944489254978 0.0826140820458299 0.0169321239412718 0.559905297646653
"68" 0.000242108913705716 0.000217878264756124 0.0976051989956268 0.0743652247832071 0.526236408351145
"69" 9.65554544851673e-05 0.000534409659012831 0.0801195146885381 0.0631892101184489 0.708144047051312
