"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"1" 0.000422012981287589 0.0051443771613419 0.0206803168443953 17.933596673371 0.0143471227612222 0.173126592740767 1.89568258093844 0.0478227585383154 0.366343098860249
"2" 0.00023243233513102 0.00503749547613583 0.0222294034031646 17.6711940064316 0.0131502929966395 0.177815839257358 1.79370694921822 0.0462703174441863 0.401485657652971
"3" 0.000251965832452743 0.00628463783687852 0.0195176493992882 17.8456713297642 0.0145673931964115 0.174422896414636 1.82551302864617 0.0488846025104335 0.398882771963871
"4" 0.000736367469710129 0.00576362209548611 0.0219797782617249 17.8403307657471 0.0135842325871882 0.17889309738707 1.74558027400989 0.0479585100689557 0.398681897806997
"5" 0.000137914130416143 0.00537011653322901 0.0246497561311998 17.733258491945 0.0126883328761658 0.17140887832477 1.88311514975877 0.0497340794275432 0.365838959557356
"6" 0.000147353639789114 0.00553594024099504 0.0206969684662813 17.9487757566023 0.0125218603884411 0.178114637135784 1.87918911149412 0.0496958972122755 0.40378517262548
"7" 0.00053846704898215 0.00543942414480838 0.0223308526780918 17.5429853590491 0.0135251352999804 0.166944185435152 1.81077348341493 0.0419901731739681 0.405197052326245
"8" 0.000534394061540586 0.00500948392083603 0.0210804169830976 17.9684440478903 0.0128118366033694 0.171256407731691 1.84809907133786 0.0470058776610408 0.418179031996206
"9" 0.00558278918270377 0.00712087549467535 0.0740474468702343 10.9955685863195 0.0217075623547512 0.177721067108065 1.22151584286088 0.0289095566950293 0.344879119543422
"10" 0.000235716705031822 0.00544647356533333 0.0198371327015166 17.456593258485 0.0147503099317193 0.177002743797806 1.84812624490356 0.0476443170732945 0.370222107250961
"11" 0.000257943454167725 0.0050569195605407 0.0216080387797465 17.5095070100535 0.0125242996169781 0.173033091723059 1.83097288302055 0.0438860635853062 0.386583656376488
"12" 0.000451273377438843 0.00513517092999763 0.0217580952795191 17.9025382408683 0.0127001616035964 0.171831706094778 1.79011254668373 0.0437171180166754 0.392636026962238
